record_id,item_id,item,funder_id,funder,fit,reason,source_ids,evidence_label,confidence,demand_evidence_type,notes
FFT-395,DMV-18,Eight-digit customs subheadings for plant proteins,F14,ACIAR (Australia),outside remit,Not an agricultural research-for-development topic.,APR-35; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-396,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F14,ACIAR (Australia),outside remit,Not an agricultural research-for-development topic.,APR-35; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-397,TPP-01,Domestic textured soy or soy-gluten protein,F14,ACIAR (Australia),partial,"Domestic soy, mung bean or rice protein value chains with smallholders fit nutrition-sensitive agriculture; a processing plant alone does not.",APR-35; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-398,TPP-02,Higher-protein chay foods,F14,ACIAR (Australia),outside remit,Not an agricultural research-for-development topic.,APR-35; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-399,TPP-03,Hybrid extender for processed meat,F14,ACIAR (Australia),outside remit,Not an agricultural research-for-development topic.,APR-35; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-400,TPP-04,Canteen protein ingredient and dish base,F14,ACIAR (Australia),outside remit,Not an agricultural research-for-development topic.,APR-35; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-401,TPP-05,Rice or mung bean isolate for plant milks,F14,ACIAR (Australia),partial,"Domestic soy, mung bean or rice protein value chains with smallholders fit nutrition-sensitive agriculture; a processing plant alone does not.",APR-35; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-402,TPP-06,Fungal biomass functional ingredient,F14,ACIAR (Australia),outside remit,Not an agricultural research-for-development topic.,APR-35; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-403,TPP-07,Precision-fermented specialty protein,F14,ACIAR (Australia),outside remit,Not an agricultural research-for-development topic.,APR-35; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-404,TPP-08,"Export private-label plant foods (EU, UK)",F14,ACIAR (Australia),outside remit,Not an agricultural research-for-development topic.,APR-35; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-405,TPP-09,Diaspora protein-upgraded chay,F14,ACIAR (Australia),outside remit,Not an agricultural research-for-development topic.,APR-35; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-406,TPP-10,Cultivated meat or seafood,F14,ACIAR (Australia),outside remit,Not an agricultural research-for-development topic.,APR-35; target_product_profiles.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-407,DMV-01,Chay-day question in a probability survey,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-408,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-409,DMV-03,Vietnamese sensory and choice-test capacity,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-410,DMV-04,Randomised label and name test,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-411,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F15,The Navigation Fund,partial,Institutional impact is its first priority (policies of food corporations and public institutions); invitation only; no region named.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-412,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-413,DMV-07,Chay composition and authenticity survey,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-414,DMV-08,Standing panel of research and procurement buyers,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-415,DMV-09,Share of meat eaten as processed products,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-416,DMV-10,Nha Trang hotel and menu audit,F15,The Navigation Fund,partial,Institutional impact is its first priority (policies of food corporations and public institutions); invitation only; no region named.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-417,DMV-11,Survey of EU and UK private-label and seafood buyers,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-418,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-419,DMV-13,Define chay and vegetarian claims (TCVN 13625),F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-420,DMV-14,Honest percentage labelling of blended meat,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-421,DMV-15,Neutral naming guidance avoiding nhan tao,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-422,DMV-16,GMO declaration status of purified precision-fermented proteins,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-423,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F15,The Navigation Fund,partial,Institutional impact is its first priority (policies of food corporations and public institutions); invitation only; no region named.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-424,DMV-18,Eight-digit customs subheadings for plant proteins,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-425,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-426,TPP-01,Domestic textured soy or soy-gluten protein,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-427,TPP-02,Higher-protein chay foods,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-428,TPP-03,Hybrid extender for processed meat,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-429,TPP-04,Canteen protein ingredient and dish base,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-430,TPP-05,Rice or mung bean isolate for plant milks,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-431,TPP-06,Fungal biomass functional ingredient,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-432,TPP-07,Precision-fermented specialty protein,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-433,TPP-08,"Export private-label plant foods (EU, UK)",F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-434,TPP-09,Diaspora protein-upgraded chay,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-435,TPP-10,Cultivated meat or seafood,F15,The Navigation Fund,outside remit,Not an institutional-policy item; grants by invitation.,AFN-06; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-436,DMV-01,Chay-day question in a probability survey,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-437,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-438,DMV-03,Vietnamese sensory and choice-test capacity,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-439,DMV-04,Randomised label and name test,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-440,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-441,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-442,DMV-07,Chay composition and authenticity survey,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-443,DMV-08,Standing panel of research and procurement buyers,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-444,DMV-09,Share of meat eaten as processed products,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-445,DMV-10,Nha Trang hotel and menu audit,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-446,DMV-11,Survey of EU and UK private-label and seafood buyers,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-447,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-448,DMV-13,Define chay and vegetarian claims (TCVN 13625),F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-449,DMV-14,Honest percentage labelling of blended meat,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-450,DMV-15,Neutral naming guidance avoiding nhan tao,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),partial,"Giving Green backs GFI's alternative-protein policy work (labelling, market access); Vietnam-specific work would need a GFI-type grantee.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-451,DMV-16,GMO declaration status of purified precision-fermented proteins,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),partial,"Giving Green backs GFI's alternative-protein policy work (labelling, market access); Vietnam-specific work would need a GFI-type grantee.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-452,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-453,DMV-18,Eight-digit customs subheadings for plant proteins,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-454,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; demand_moves.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-455,TPP-01,Domestic textured soy or soy-gluten protein,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-456,TPP-02,Higher-protein chay foods,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-457,TPP-03,Hybrid extender for processed meat,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-458,TPP-04,Canteen protein ingredient and dish base,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-459,TPP-05,Rice or mung bean isolate for plant milks,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-460,TPP-06,Fungal biomass functional ingredient,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-461,TPP-07,Precision-fermented specialty protein,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-462,TPP-08,"Export private-label plant foods (EU, UK)",F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-463,TPP-09,Diaspora protein-upgraded chay,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-464,TPP-10,Cultivated meat or seafood,F16,Climate recommenders (Giving Green; Founders Pledge Climate Fund),outside remit,"They recommend organisations, not Vietnamese projects, and would need CO2e per USD.",AFN-30; AFN-31; target_product_profiles.csv,general,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-465,DMV-01,Chay-day question in a probability survey,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),partial,The Diet Quality Questionnaire already covers Vietnam and could carry a chay-day item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-466,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-467,DMV-03,Vietnamese sensory and choice-test capacity,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-468,DMV-04,Randomised label and name test,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-469,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F17,GAIN (workforce nutrition; Diet Quality Questionnaire),not in geography,"Workforce nutrition fits factory canteens, but Vietnam is not a programme country.",AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-470,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-471,DMV-07,Chay composition and authenticity survey,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-472,DMV-08,Standing panel of research and procurement buyers,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-473,DMV-09,Share of meat eaten as processed products,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-474,DMV-10,Nha Trang hotel and menu audit,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-475,DMV-11,Survey of EU and UK private-label and seafood buyers,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-476,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-477,DMV-13,Define chay and vegetarian claims (TCVN 13625),F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-478,DMV-14,Honest percentage labelling of blended meat,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-479,DMV-15,Neutral naming guidance avoiding nhan tao,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-480,DMV-16,GMO declaration status of purified precision-fermented proteins,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-481,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-482,DMV-18,Eight-digit customs subheadings for plant proteins,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-483,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; demand_moves.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-484,TPP-01,Domestic textured soy or soy-gluten protein,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
