dg_id,topic,claim_a,claim_b,position_taken,from_note,notes
DG-277,Poultry carcass basis,"Package balance model: 1,821 kt poultry carcass produced in 2025 (NSO live weight x 0.70), implying about 2.2 kg per bird on FAOSTAT head counts (BLA-031)","FAOSTAT 2024: chicken plus duck meat 1,424 kt, 1.83 kg per chicken (FUF-03)",FAOSTAT per-bird yields used with their 2022 to 2024 range (1.83 to 2.36 kg); flagged for the balance model.,working-papers/wave7/lines/L3-funder-units/L3-funder-units.md,"Version 0.4 (wave7, actor check and expansion). Affects bird counts by up to about 15%."
DG-278,Is textured soy 'innovative protein' for market-shaping funders?,The funder actor paper reads Nova Vista's procurement lever as a possible route for domestic textured protein (AFN-Q04),"Nova Vista's RFP defines innovative proteins as 'primarily plant-based meat, fermentation-derived protein, and cultivated meat' and excludes whole-food plant-based work (AFN-05)",Classed partial: textured soy is a plant-based meat ingredient but not named; only the funder can settle it (open question).,working-papers/wave7/lines/L3-funder-units/L3-funder-units.md,"Version 0.4 (wave7, actor check and expansion)."
DG-279,Footprint of the replacing protein,"Feed-grade soy protein concentrate 0.61 to 0.85 kg CO2e per kg, about 0.9 to 1.3 per kg protein (FUF-08, preprint)",Tofu 19.75 kg CO2e per kg protein; other pulses 8.36 (FUF-07),Other pulses used as a labelled central proxy; the range spans both.,working-papers/wave7/lines/L3-funder-units/L3-funder-units.md,"Version 0.4 (wave7, actor check and expansion). No food-grade textured soy LCA found; the net CO2e of routes that displace meat changes by at most about 20%."
DG-280,Share of Asia Protein Buyers 100 companies offering plant-protein products,"APB 100 report (February 2026): 48 of 100 companies provide plant-protein products, up from 33% in the prior edition (AFN-18)",ARE Protein Transition page: '33% of companies now offer some form of a plant-protein' (AFN-19),48 of 100 (2026 report),working-papers/wave7/lines/L4-commitments-competitors/L4-commitments-competitors.md,"Version 0.4 (wave7, actor check and expansion). The web page repeats the 2024 edition's figure."
DG-281,Number of CP Meat Zero SKUs listed on Kamereo,Seven SKUs (AIS-25),"Eight SKUs: minced 220 g and 1 kg, roast 200 g and 1 kg, bologna 90 g and 500 g, spicy bologna 90 g and 500 g (CPC-12; CPC-13)",Eight,working-papers/wave7/lines/L4-commitments-competitors/L4-commitments-competitors.md,"Version 0.4 (wave7, actor check and expansion). AIS-25 read page metadata only; this line read the sitemap and each page's embedded data."
DG-282,Sodexo's plant-based or low-carbon menu target,"US page: '33% of our planned menu offerings plant-based' by 2025, scope not stated (AIB-38)","Group Integrated Report FY2025: 70% of main dishes labelled low-carbon by 2030, no plant-based share target (CPC-08)","Use the group report for the global commitment; neither applies to Vietnam, where Sodexo's operation is unconfirmed",working-papers/wave7/lines/L4-commitments-competitors/L4-commitments-competitors.md,"Version 0.4 (wave7, actor check and expansion). Different metric, scope and year rather than a factual conflict."
DG-283,IHG plant-based menu target,Lever Foundation via Green Queen: IHG Greater China 30% plant-based menus by 2025 (AFN-38),IHG Responsible Business Report 2024 states no plant-based target (CPC-04),"Treat as a regional target reported by a third party, not confirmed by IHG; outside Vietnam in any case",working-papers/wave7/lines/L4-commitments-competitors/L4-commitments-competitors.md,"Version 0.4 (wave7, actor check and expansion)."
DG-284,Size of Saigon Co.op's private-label range,"More than 2,500 private-label SKUs (AIB-28)","1,665 product URLs in Co.op Online's private-label collection (CPC-16)","More than 2,500 for the programme",working-papers/wave7/lines/L4-commitments-competitors/L4-commitments-competitors.md,"Version 0.4 (wave7, actor check and expansion). The online collection is a subset of the store range."
DG-285,Protein content of tofu used for conversions,Kamereo's generic tofu table: 8 g per 100 g (CPC-12),Food composition table: 10.9 g (DIE-12); shelf labels 3.8 to 9.3 g (FORM-01),Label value where the same SKU was audited; otherwise FCT 10.9 g with the 8 g result shown in notes,working-papers/wave7/lines/L4-commitments-competitors/L4-commitments-competitors.md,"Version 0.4 (wave7, actor check and expansion). Same issue as the package's tofu protein disagreement."
DG-286,Meat Zero minced price per kg by pack size,"1 kg pack: VND 244,000 per kg (CPC-12)","220 g pack: VND 177,277 per kg (CPC-12)","Report both as a range (VND 175,000 to 378,000 per kg across SKUs)",working-papers/wave7/lines/L4-commitments-competitors/L4-commitments-competitors.md,"Version 0.4 (wave7, actor check and expansion). Large pack dearer per kg than small pack; possibly stale or mis-set prices on a delisted item."
DG-287,Extrusion equipment cost for a 1 t/h line,"Supply chapters (app-s12 S12.16, plays.csv T1): equipment USD 1.5 to 4.0 M, an assumption with no verified quote","Chinese marketplace listings: USD 11,000 to 100,000 per set for 0.5 to 1.5 t/h dry TVP lines with dryer (TIC-02; TIC-03; TIC-07; TIC-10)",Use a Chinese-equipped installed capex of USD 0.28 to 1.38 M (our build-up) as the base case and keep USD 2.0 to 5.6 M for a European-grade line as a sensitivity; do not average,working-papers/wave7/lines/L5-t1-economics/L5-t1-economics.md,"Version 0.4 (wave7, actor check and expansion). Both sides are Low: one is an assumption, the other listing prices"
DG-288,Output of a 1 t/h line,"app-s12 S12.16 and ch09.4: 3,000 t a year on one 1 t/h line","ch18.6: each 1 t/h line needs about 7,000 t a year","State hours: 3,000 t is 37.5% of 8,000 h; 7,000 t is about 88%; use 4,000 to 7,200 t (50 to 90%)",working-papers/wave7/lines/L5-t1-economics/L5-t1-economics.md,"Version 0.4 (wave7, actor check and expansion). Internal inconsistency in the package"
DG-289,TPP-01 price per kg of protein,TPP-01: USD 1.24 per kg FOB plus freight and 5% duty is about USD 1.9 per kg of protein,Arithmetic: 1.24 / 0.65 = 1.91 is the FOB value only; landed 1.29 to 1.38 per kg at the 0% duty that applies (1.35 to 1.44 at 5%) gives 1.98 to 2.12 per kg of protein at 65% (2.34 to 2.50 at 55%),Correct TPP-01 to the landed range,working-papers/wave7/lines/L5-t1-economics/L5-t1-economics.md,"Version 0.4 (wave7, actor check and expansion). Our calculation from BUY-02 and TIC-12"
DG-290,Price of food-grade defatted soy flour,Supply chapters: USD 550 per t (soybean meal USD 404 plus about USD 150 food premium),UN Comtrade 2025: China soybean meal to Vietnam USD 604 per t FOB (grade unknown); India and Netherlands soy flour USD 783 to 896 per t FOB (TIC-12; TIC-13),Use USD 627 to 925 per t delivered; the supply chapters' low end looks low,working-papers/wave7/lines/L5-t1-economics/L5-t1-economics.md,"Version 0.4 (wave7, actor check and expansion). Grade (low-temperature, NSI) and GMO status unverified in all anchors"
DG-291,Freight margin from mirror data,Gluten 2023: Vietnam CIF import value from China is 1.03 times China FOB export value,HS 2106.10 2023: Vietnam CIF value from China is 0.72 times China FOB value,Do not infer freight from 2106.10 mirror data; assume 3 to 8% freight and insurance,working-papers/wave7/lines/L5-t1-economics/L5-t1-economics.md,"Version 0.4 (wave7, actor check and expansion). Vietnam 2023 quantities are estimated by UN Comtrade; classification differences likely (TIC-16)"
DG-292,Growth of the imports T1 would replace,"ch25.3: plant-protein imports from China nearly tripled (18,375 t in 2019 to 53,976 t in 2025, three HS codes)","China-origin HS 2106.10 grew from 6,615 t to 10,201 t (54%); the tripling is mostly HS 3504 at about USD 1 per kg, likely feed",Cite 2106.10 growth for T1; keep the three-code figure for the whole ingredient pool,working-papers/wave7/lines/L5-t1-economics/L5-t1-economics.md,"Version 0.4 (wave7, actor check and expansion). BUY-02; TIC-12"
DG-293,Pool a soy extrusion line can serve,"ch18.2 R1: about 40,000 t of food plant-protein ingredient imports (2106.10, 3504 and 1109)","Textured-type 2106.10 from China, India and Serbia: 12,832 t in 2025 (all uses); gluten and isolates need other plants","Size T1 on about 12,800 t; keep 40,000 t for route R1 as a whole",working-papers/wave7/lines/L5-t1-economics/L5-t1-economics.md,"Version 0.4 (wave7, actor check and expansion). Our calculation from BUY-02"
DG-294,Location of the freeze-alignment TEA,app-s12 S12.11: plant-based meat by freeze alignment (Thailand),Publisher page: 100 t a year plant modelled with Japanese wages; TCI USD 1.76 to 2.48 M; minimum selling price USD 1.18 per 100 g,Treat it as a Japanese-site model; not comparable with extrusion,working-papers/wave7/lines/L5-t1-economics/L5-t1-economics.md,"Version 0.4 (wave7, actor check and expansion). COST-56 read via the publisher page summary only (Low to Medium)"
DG-295,Processing spread of textured protein over flour,"China 2025: textured protein USD 1,237 per t against soybean meal USD 604 per t to Vietnam, a spread of about USD 630 (TIC-12)","India 2025: textured protein to Vietnam USD 980 per t against soy flour exports at USD 783 to 802 per t, a spread of about USD 180 to 200 (BUY-02; TIC-13)",Unresolved; the grades probably differ; the Chinese spread is the one a Vietnamese line competes inside,working-papers/wave7/lines/L5-t1-economics/L5-t1-economics.md,"Version 0.4 (wave7, actor check and expansion). Our calculation"
DG-296,Viet Nam DQQ fieldwork dates,dietquality.org country page and APR-36 notes: 13 Dec 2021 to 12 Jan 2022,DQQ data file and Gallup methods table: 13 Nov to 12 Dec 2021 (BRD-03; BRD-04),13 Nov to 12 Dec 2021,working-papers/wave7/lines/L6-base-rates/L6-base-rates.md,"Version 0.4 (wave7, actor check and expansion). Two primary files agree; the page shows each date exactly one month later, consistent with a display error (our inference)."
DG-297,Chay-day and vegetarian prevalence,"About 10% of Vietnamese are vegetarian (CHY-15, rejected in ch12.1); 10% eat only plant-based food (Rakuten online panel, CHY-02)","7.9% (5.3 to 11.0%) of adults ate no meat, poultry or fish on the previous day in a national probability sample (APR-36)",DQQ; the 10% claims are not credible as behaviour,working-papers/wave7/lines/L6-base-rates/L6-base-rates.md,"Version 0.4 (wave7, actor check and expansion). Supports the package rejection; the online-panel figure measures stated identity, not diet."
DG-298,Whether any probability survey asks about diet,DMA-024 note: no probability survey asks about diet,"The DQQ (Gallup World Poll, probability sample) asks previous-day food groups in Viet Nam (BRD-03)",No probability survey asks about chay; one asks about diet,working-papers/wave7/lines/L6-base-rates/L6-base-rates.md,"Version 0.4 (wave7, actor check and expansion). Wording correction."
DG-299,"HS 3504 imports from China, Oct to Dec 2023","China reports exports to Viet Nam of USD 7.42 million (6,283 t) under 3504 (BRD-05)",Viet Nam reports imports from China under 3504 of USD 2.83 million (BRD-06),Both are records of different declarations; use China-reported tonnage with a food-share caveat,working-papers/wave7/lines/L6-base-rates/L6-base-rates.md,"Version 0.4 (wave7, actor check and expansion). Before Oct 2023 the ratio was 0.88 to 1.01. We checked six other Vietnamese headings and found none that absorbs the difference."
DG-300,Part III advice to founders,Win a first business customer before building a consumer brand (front-exec-summary; ch25.6),Firm outcomes: no-brand B2B or OEM firms operating 2 of 6; restaurant-first brands 5 of 12; shop-first brands 4 of 5 (data_firm_base_rates.csv),"Keep the direction, reword the advice, label the ingredient route untested",working-papers/wave7/lines/L6-base-rates/L6-base-rates.md,"Version 0.4 (wave7, actor check and expansion). Small sample; dormant means no news found."
DG-301,Growthwell funding,Trade-press headlines: USD 8 million (2020) and USD 22 million Series A (2021) (BRD-11),No company figure retrieved,"Record headline amounts, Low",working-papers/wave7/lines/L6-base-rates/L6-base-rates.md,"Version 0.4 (wave7, actor check and expansion). Snippets only."
DG-302,Status of Decree 43/2017/ND-CP on goods labels,Thư Viện Pháp Luật search listing shows Decree 43/2017 as in force (still cited as the label decree in package app-s9 S9.7) [LBL-06; REG-26],Customs letter 11816/CHQ-GSQL (12 Feb 2026) states that Decree 37/2026/ND-CP replaces Decree 43/2017 and Decree 111/2021; Circular 30/2026/TT-BYT cross-refers to Decree 37/2026 Art 49 [LBL-08; LBL-02],"Decree 37/2026 is the current label decree; the rules cited here carry over (exact-phrase matches, LBL-09)",working-papers/wave8/lines/L1-labels-standards/L1-labels-standards.md,"Version 0.4 (wave8, actor check and expansion). Label chapter of Decree 37/2026 not read; article numbers unknown."
DG-303,Nutrition-label circular in force,Package app-s9 S9.7 and instruments list cite Circular 29/2023/TT-BYT [REG-17],Circular 30/2026/TT-BYT replaced it from 10 Jul 2026 [LBL-02],Circular 30/2026 applies; core duties unchanged,working-papers/wave8/lines/L1-labels-standards/L1-labels-standards.md,"Version 0.4 (wave8, actor check and expansion). Update, not a conflict of sources."
DG-304,Label terms covered by TCVN 13625:2023,"First extract lists sản phẩm chay, sản phẩm thuần chay, phù hợp cho người ăn chay and phù hợp cho người ăn thuần chay [LBL-15]",Second extract lists only the phù hợp cho forms [LBL-15]; VietQ article lists sản phẩm chay among the terms [CHY-57],Treat sản phẩm chay as covered (two of three reads),working-papers/wave8/lines/L1-labels-standards/L1-labels-standards.md,"Version 0.4 (wave8, actor check and expansion). Full standard text not read; buy the standard to confirm."
DG-305,Meaning of chay,"TCVN 13625:2023 vegetarian allows egg, milk and honey [LBL-15]","Buddhist strict chay avoids egg and, for precept holders, the five pungent plants; strict buyers need egg-free and allium-free products [CHY-52; ch12.4]",Two meanings exist; use the TCVN 13625 vegan criteria as the test for an unqualified chay claim and require a qualifier where egg or milk is used,working-papers/wave8/lines/L1-labels-standards/L1-labels-standards.md,"Version 0.4 (wave8, actor check and expansion). This is why DMV-13 as written is mis-specified."
DG-306,Reach of the GMO label for precision-fermented proteins,Package ch14.2: purified precision-fermented proteins probably count as GMO products and their likely buyers face a clash with non-GMO brand promises [REG-18; NOV-62],Decree 15/2018 Art 10 and Joint Circular 45/2015 Art 1 apply the label only above 5% of ingredients and not where gene and gene product are undetectable; lactoferrin is 0.08% of a formula [REG-02; LBL-10; LBL-25],Follow the rule text: the mandatory label reaches high-inclusion uses only; the clash is with voluntary claims,working-papers/wave8/lines/L1-labels-standards/L1-labels-standards.md,"Version 0.4 (wave8, actor check and expansion). Detectability of identical recombinant proteins is unresolved."
DG-307,Date of the VietQ article on TCVN 13625 (CHY-57),Package sources give 2023 or 2024 (date field 2024) [CHY-57],The page read on 25 Sep 2026 shows 24/06/2026 [CHY-57],Keep the package date; the page date may be an update date,working-papers/wave8/lines/L1-labels-standards/L1-labels-standards.md,"Version 0.4 (wave8, actor check and expansion). Not material to any conclusion."
DG-308,Number of Vietnamese feed mills in the ASC programme,"VASEP report of 22 Sep 2026: 20 mills in the programme, 13 certified (EXP-32)","ASC Find a Feed Mill register queried 25 Sep 2026: 23 records, 15 certified, 6 in initial audit, 1 not awarded, 1 incomplete (FBA-04)","Use the register, with its date; the difference is probably timing (Viet Uc and Proconco certified in July and August 2026, Nam Viet in August) or counting method",working-papers/wave8/lines/L2-feed-buyers/L2-feed-buyers.md,"Version 0.4 (wave8, actor check and expansion). Both revealed; register is primary"
DG-309,Tonnage of Vietnam's HS 2102.20 imports,"Vietnam-reported 2023: USD 9.65 million, 1,934 t (net weight flagged as estimated by Comtrade) (FBA-18)","Partner-reported 2023: USD 10.44 million, 9,605 t (FBA-17)",Use partner-reported tonnage; Vietnam-reported weights are imputed with one unit value for all partners; report both values,working-papers/wave8/lines/L2-feed-buyers/L2-feed-buyers.md,"Version 0.4 (wave8, actor check and expansion). Values also differ in 2019 and 2020 (USD 5.98 and 5.91 million against 8.28 and 10.43 million); do not average"
DG-310,Price of fishmeal to Vietnamese mills,"World Bank Peru 65% protein, CIF: USD 1,706 per t (2025), 2,500 per t (August 2026) (FM-01)","Partner-reported FOB exports to Vietnam, all grades: USD 1,163 per t (2025), 1,622 per t (January to July 2026, partial) (FBA-20)",Keep the World Bank series as the international benchmark and add the mirror series as what Vietnam pays; do not average,working-papers/wave8/lines/L2-feed-buyers/L2-feed-buyers.md,"Version 0.4 (wave8, actor check and expansion). Different grade, basis (CIF against FOB) and coverage"
DG-311,Largest shrimp-feed maker in Vietnam,"Package: Sheng Long (Haid) is the largest shrimp feed maker (650,000 t a year complex) (FAC-054; IND-46)","Grobest 2024 report: ""retained market leadership in Vietnam"" (FBA-13)",Neither verified; keep the package view on capacity and record Grobest's claim as a company statement,working-papers/wave8/lines/L2-feed-buyers/L2-feed-buyers.md,"Version 0.4 (wave8, actor check and expansion). The segment behind Grobest's claim is not stated"
DG-312,Whether Cargill still makes aquafeed in Vietnam,"Package: Cargill exited aquafeed in May 2025, closing its Dong Thap and Long An aquafeed plants (FAC-058; IND-47, Low)",Cargill Vietnam website (25 Sep 2026) lists aquatic feed among its solutions (FBA-16),Keep the exit as Low confidence; the website may be generic; ask Cargill,working-papers/wave8/lines/L2-feed-buyers/L2-feed-buyers.md,"Version 0.4 (wave8, actor check and expansion). Cargill is not in the ASC feed register"
DG-313,Which ASC Feed Standard text ch17 relies on,"ch17.5 cites the v1.1 text (EXP-29, May 2025)",ASC states v1.1 never took effect and v1.2 (19 Dec 2025) has been mandatory since 2 Feb 2026 (EXP-30; FBA-01),"Cite v1.2; the cut-off date and GHG rules are unchanged, and v1.2 adds the eligible-volume rule for soy and palm and a medium-risk exception to 2 Feb 2029",working-papers/wave8/lines/L2-feed-buyers/L2-feed-buyers.md,"Version 0.4 (wave8, actor check and expansion). Correction of citation, not of substance"
DG-314,Vietnam's stuffed-pasta exports to Australia,"Vietnam-reported exports to Australia: USD 27.9 million, 6,542 t (2023) (XBA-29)","Australia-reported imports from Vietnam: USD 12.2 million, 2,062 t (2024) and USD 10.6 million (2025) (XBA-28)",Use partner-reported figures for destination flows and Vietnam-reported figures for totals,working-papers/wave8/lines/L3-export-buyers/L3-export-buyers.md,"Version 0.4 (wave8, actor check and expansion). Different years; the gap is too large to be timing alone and may reflect classification or re-exports. US figures agree closely (USD 29.1 million Vietnam-reported for 2023; USD 28.1 million US-reported for 2024)."
DG-315,Aldi Sud's 56.4% plant-based figure,ALDI SUD group page (as summarised): plant-based products are 56.4% of the product range (XBA-15),Questionmark: 56.4% plant-based food in total sales volume by the WWF method (XBA-12),"Sales volume (WWF method), as Questionmark cites the method",working-papers/wave8/lines/L3-export-buyers/L3-export-buyers.md,"Version 0.4 (wave8, actor check and expansion). Our read of the Aldi page was through a summarising tool; the metric description may have been paraphrased."
DG-316,Two protein-split metrics in the Netherlands,"Lidl NL, Eiweet or Protein Tracker method: 43.1% plant (2024) (XBA-02)","Lidl NL, WWF method, protein-rich foods excluding dairy: 25.84% plant (2024) (XBA-02)",Report both with their method; never compare shares across methods,working-papers/wave8/lines/L3-export-buyers/L3-export-buyers.md,"Version 0.4 (wave8, actor check and expansion). The Protein Tracker counts protein in all foods, including bread and cereals; the WWF protein-rich group counts meat, fish, eggs, pulses, nuts and analogues."
DG-317,Albert Heijn and Ahold Delhaize targets,"Albert Heijn: 60% plant protein by 2030 (Protein Tracker, about 78% of volume) (XBA-13)",Ahold Delhaize European brands: at least 50% plant-based food sales by 2030; 45% reached in 2025 (XBA-01),Both stand; they differ in scope (one brand against all European brands) and method,working-papers/wave8/lines/L3-export-buyers/L3-export-buyers.md,"Version 0.4 (wave8, actor check and expansion). Do not compare the 45% group figure with Dutch Protein Tracker shares."
DG-318,Where Europe-bound Vietnamese wrapped foods come from,Package ch17.6 and TPP-08: EU and UK retailers' private label through Vietnamese co-packers is the best-evidenced route (package),Supplier lists: Lidl's 751 food suppliers and Lidl GB's 390 national suppliers are all in Europe or elsewhere outside Asia; Asian products arrive through EU importers; Vietnam-origin items found on UK shelves are sold under brands owned by others (XBA-06; XBA-07; XBA-26),"The route exists but is intermediated: the first buyer is the importer or brand owner, not the retailer",working-papers/wave8/lines/L3-export-buyers/L3-export-buyers.md,"Version 0.4 (wave8, actor check and expansion). Changes TPP-08 first buyers and first test, not the destination."
DG-319,CJ's use of Vietnam to supply Western retail,CJ (2022): the Kizuna plant exports dumplings and rolls to the EU and Australia and is ready to list in their retail channels (XBA-20),CJ (2024): a Hungarian plant will supply bibigo dumplings to Europe from H2 2026; bibigo vegetable dumplings at Coles are made in Australia (XBA-23; XBA-25),Vietnam's role in CJ's Western supply is partial and may shrink for Europe (inferred),working-papers/wave8/lines/L3-export-buyers/L3-export-buyers.md,"Version 0.4 (wave8, actor check and expansion). Not a contradiction in fact; a change of plan over time."
DG-320,DIAAS of tofu,"63.7 plus or minus 11.7 on the 0.5 to 3 year pattern, in vivo, two datasets; PDCAAS 78.9 (NQR-05)","98 on the older-child pattern and 84 on the young-child pattern, in vitro INFOGEST (NQR-09)",Use both ends (64 to 98) for cost adjustment and do not average; the older-child value applies to schoolchildren but rests on an in vitro method,working-papers/wave8/lines/L4-nutrition-quality/L4-nutrition-quality.md,"Version 0.4 (wave8, actor check and expansion). Different patterns and methods; NQR-32, which may hold measured tofu values, could not be read."
DG-321,Protein in hen eggs,"12.96 g per 100 g (Decision 3958 Appendix 7, APR-04)","14.8 g per 100 g (FCT 2007 code 9001, DIE-12; used in the package price ladder)",Use 12.96 g for zinc per gram of protein (the value menu software uses) and keep the package price ladder unchanged,working-papers/wave8/lines/L4-nutrition-quality/L4-nutrition-quality.md,"Version 0.4 (wave8, actor check and expansion). A 14% difference; it moves egg zinc per 100 g protein from 6.9 to 6.1 mg."
DG-322,"Protein a school lunch should supply, age 6 to 7","15.3 to 31.4 g: 30 to 40% of 1,570 kcal at 13 to 20% of energy from protein (Decision 3958 rule, APR-04; our calculation)",9.6 to 12.8 g: 30 to 40% of the 32 g a day in the NIN 2026 lookup (NQR-01),Use the RNI share for adequacy and note that the energy-share rule makes software menus protein-heavy,working-papers/wave8/lines/L4-nutrition-quality/L4-nutrition-quality.md,"Version 0.4 (wave8, actor check and expansion). Explains why published lunches carry 31.8 g (PMR-26)."
DG-323,School feeding and height,A soybean school meal added 0.5 cm in 8 months in Bangladesh (NQR-27); school milk improved height-for-age in rural Vietnam (NQR-25),Daily milk and egg for two years did not change height in rural China (NQR-26),Treat height gains at school age as small and uncertain; the stronger designs show none,working-papers/wave8/lines/L4-nutrition-quality/L4-nutrition-quality.md,"Version 0.4 (wave8, actor check and expansion). NQR-27 had two clusters; NQR-25 allocation not stated in the abstract."
DG-324,Mung bean protein quality,Pig DIAAS 86 (SCI-41),Human ileal digestibility in children about 20% lower (SCI-42),Use 69 to 86 (our calculation for the low end),working-papers/wave8/lines/L4-nutrition-quality/L4-nutrition-quality.md,"Version 0.4 (wave8, actor check and expansion). Already logged in the package as DG-110; restated for this table."
DG-325,Zinc and iron values in the 2026 recommended intakes,Decision 3958 cites the 2016 RNI for zinc and iron by age (APR-04),"The NIN online lookup, updated in March 2026 after Decision 116/QD-VDD, shows identical zinc and iron values (NQR-01)",Treat the values as current until Decision 116 is read,working-papers/wave8/lines/L4-nutrition-quality/L4-nutrition-quality.md,"Version 0.4 (wave8, actor check and expansion). Either the 2026 revision kept them or the lookup mixes versions."
DG-326,Size and growth of food e-commerce,"About 1% of food retail value in 2024, growing 29% (Euromonitor via USDA, CHN-01)","Grocery and food on four marketplaces VND 19.55 trillion in H1 2026, up 151% on H1 2025; about 2.7% of the 2024 food retail base if doubled for the year (ECR-02; our calculation)","Both stand: different years and scopes. Use CHN-01 for 2024 and Metric for 2026, with the caveat that Metric does not publish its category definition or method",working-papers/wave8/lines/L5-ecommerce/L5-ecommerce.md,"Version 0.4 (wave8, actor check and expansion). Metric implies about 1.1% for H1 2025 on the same base, which agrees with CHN-01; the gap is growth in 2026, not a conflict of measurement"
DG-327,Whether protein content now sells plant milk,Rising searches for high-protein nut milk and Vinamilk's Sua Hat Cao Dam are the first sign that protein content sells in this aisle (ch13; CON-37; BUY-16),"On Kamereo the protein-claimed GoldSoy Giau Dam soy milk sold 2,609 units against 5,758 and 5,828 for unclaimed unsweetened soy milks priced higher (ECR-06)",Keep the ch13 statement for consumer search and one product; add that the kitchen channel does not show it,working-papers/wave8/lines/L5-ecommerce/L5-ecommerce.md,"Version 0.4 (wave8, actor check and expansion). Different buyers (households against kitchens), cumulative counters with unknown start dates, and a stock-out for GoldSoy: weak evidence either way"
DG-328,Weight of Kamereo loose white tofu,"Piece weight not stated, so no price per kg (wave 7, CPC-12)",The product description gives Size: 70 g per piece (ECR-06),"Use 70 g: VND 84,857 per kg and about VND 77,900 per 100 g of protein on the FCT value (our calculation)",working-papers/wave8/lines/L5-ecommerce/L5-ecommerce.md,"Version 0.4 (wave8, actor check and expansion). Same page; the size sits in the description field"
DG-329,Retail price of Orgain Organic Protein 920 g,"VND 1,385,900 at a premium store in Thao Dien (FORM-01, P171)","VND 1,150,000 at WheyShop (ECR-08)",Both are real shelf prices; the premium-store figure is the top of the range,working-papers/wave8/lines/L5-ecommerce/L5-ecommerce.md,"Version 0.4 (wave8, actor check and expansion). The package's protein-powder median (VND 71,900 per 20 g of protein) comes only from premium stores"
DG-330,Price benchmark for a meat extender,TPP-03 and ch14.4: the extender only has to cost the processor less than the lean meat it replaces,"TPP-06, ch16.7 and ch16.8: price fungal biomass against egg white and dairy proteins, never against soy","Both are partly right, for different jobs. Lean is a ceiling that never binds. The binder job (1 to 3% of recipe) is priced against egg and milk protein; the extension job (10 to 30% of lean) against hydrated soy, about USD 2.5 to 2.7 per kg of protein",working-papers/wave8/lines/L6-hybrid-economics/L6-hybrid-economics.md,"Version 0.4 (wave8, actor check and expansion). This line, sections 5 and 8"
DG-331,How much meat a plant or fungal protein can replace,"TPP-03: 20 to 30% replacement, up to 50%; Singapore blind test: chicken mince with 30 to 50% plant protein beat 100% chicken (NOV-37; NOV-40)",US frankfurter and sausage study: practical lean replacement below 30% (HXE-04); UK hybrids above 30% often failed (HXE-09; HXE-12); soy lowered acceptance of emulsified pork meatballs (HXE-08),"For pork products: 10 to 20% in fine emulsions, up to 30% in coarse mince; 50% supported only in one coarse chicken mince test",working-papers/wave8/lines/L6-hybrid-economics/L6-hybrid-economics.md,"Version 0.4 (wave8, actor check and expansion). Singapore result is a press-release summary of one product"
DG-332,What a processor pays for lean pork,"TPP-03 uses retail lean at about VND 132,000 per kg (COST-39)","Carcass-equivalent floor of 1.38 times live (about VND 81,000 at September 2026 prices); processors buy trimmings, not retail trays","Model processor lean at 1.8 times live (about VND 105,000 at September 2026 prices), with 1.5 and 2.2 as bounds",working-papers/wave8/lines/L6-hybrid-economics/L6-hybrid-economics.md,"Version 0.4 (wave8, actor check and expansion). No business-to-business price found"
DG-333,Where soy sits in Vissan lines,ch14.4 and ch16.3: added proteins sit mostly in value lines and cut meat cost,"Label prices: soy appears in the DHA nutrition sausage that has more lean (58% against 55%) and a higher price; the cheapest gio lua (VND 124,200 per kg) lists chicken and starch, not soy","Soy is used for binding and protein in value and nutrition lines; the cheapest lines cut cost mainly with chicken, skin, starch and water",working-papers/wave8/lines/L6-hybrid-economics/L6-hybrid-economics.md,"Version 0.4 (wave8, actor check and expansion). BUY-05 prices; our reading"
DG-334,Whether extension is a hedge against pork price swings,brief-manufacturers and ch11: an extender hedges pork price swings,Model: 20% extension removes about a sixth of a recipe exposure to the 2019 to 2020 pork shock; the saving exists at every price,Treat extension as a standing cost saving; the hedge effect is small,working-papers/wave8/lines/L6-hybrid-economics/L6-hybrid-economics.md,"Version 0.4 (wave8, actor check and expansion). Our calculation, section 6"
DG-335,How often meat is found in Vietnamese chay,Can Tho University kit paper: there have been many cases of meat detected in vegetarian foods through process failure or mixing [CHY-61],Press and enforcement record 2015 to 2026: no confirmed case; one 2021 seizure on suspicion with no published result [TRU-18; TRU-22; LBL-23; LBL-24],Frequency is unmeasured; treat fake chay as a latent rumour and screen for it cheaply within DMV-07,working-papers/wave9/lines/L1-fillers-trust/L1-fillers-trust.md,"Version 0.4 (wave9, actor check and expansion). The CTU paper tested no market samples"
DG-336,Whether soy protein is a positive or a negative,"Health media and suppliers: soy is 'boneless meat', 25 g a day recommended, a functional meat ingredient [TRU-22; TRU-23; TRU-28]",Artisan sellers: 'no soy protein filler' as a quality claim [TRU-27],"Both hold in different contexts: soy is positive as a food and neutral when listed in industrial sausages; negative when hidden, cost-driven or in products sold on purity",working-papers/wave9/lines/L1-fillers-trust/L1-fillers-trust.md,"Version 0.4 (wave9, actor check and expansion). Snippet evidence on the seller side"
