record_id,topic,country,year,count,per_10k_country_output,query_or_oql,source_ids,notes
BTF-259,ai_food_protein,JP,2015-2026(Sep),4,0.026,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""machine learning"" OR ""artificial intelligence"" OR ""deep learning"" OR ""Bayesian optimization"" OR ""protein language model"") AND (""cultivated meat"" OR ""cultured meat"" OR ""precision fermentation"" OR ""alternative protein"" OR ""alternative proteins"" OR ""meat analogue"" OR ""meat analog"" OR ""plant-based meat"" OR ""mycoprotein"" OR ""single cell protein"" OR ""food protein"" OR ""food proteins"")",HSC-01,country total over 2015-2026(Sep); per 10k of country's 2015-2025 article+review output = 0.03; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.61
BTF-260,mycoprotein,VN,2015-2025,0,0.0,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""mycoprotein"" OR ""myco-protein"" OR ""mycelial protein"" OR ""mycelium protein"" OR ""fungal biomass protein"" OR ""mycelium-based meat"" OR ""mycelium-based food"" OR ""fungal-based meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.00; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.00
BTF-261,mycoprotein,TH,2015-2025,2,0.085,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""mycoprotein"" OR ""myco-protein"" OR ""mycelial protein"" OR ""mycelium protein"" OR ""fungal biomass protein"" OR ""mycelium-based meat"" OR ""mycelium-based food"" OR ""fungal-based meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.08; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.54
BTF-262,mycoprotein,MY,2015-2025,14,0.311,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""mycoprotein"" OR ""myco-protein"" OR ""mycelial protein"" OR ""mycelium protein"" OR ""fungal biomass protein"" OR ""mycelium-based meat"" OR ""mycelium-based food"" OR ""fungal-based meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.31; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 5.66
BTF-263,mycoprotein,SG,2015-2025,1,0.04,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""mycoprotein"" OR ""myco-protein"" OR ""mycelial protein"" OR ""mycelium protein"" OR ""fungal biomass protein"" OR ""mycelium-based meat"" OR ""mycelium-based food"" OR ""fungal-based meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.04; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.74
BTF-264,mycoprotein,ID,2015-2025,12,0.043,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""mycoprotein"" OR ""myco-protein"" OR ""mycelial protein"" OR ""mycelium protein"" OR ""fungal biomass protein"" OR ""mycelium-based meat"" OR ""mycelium-based food"" OR ""fungal-based meat""",HSC-01,"country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.04; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.77; Indonesia total inflated by national-journal indexing, so intensity understated"
BTF-265,mycoprotein,PH,2015-2025,2,0.196,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""mycoprotein"" OR ""myco-protein"" OR ""mycelial protein"" OR ""mycelium protein"" OR ""fungal biomass protein"" OR ""mycelium-based meat"" OR ""mycelium-based food"" OR ""fungal-based meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.20; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 3.56
BTF-266,mycoprotein,CN,2015-2025,63,0.087,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""mycoprotein"" OR ""myco-protein"" OR ""mycelial protein"" OR ""mycelium protein"" OR ""fungal biomass protein"" OR ""mycelium-based meat"" OR ""mycelium-based food"" OR ""fungal-based meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.09; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.58
BTF-267,mycoprotein,US,2015-2025,49,0.061,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""mycoprotein"" OR ""myco-protein"" OR ""mycelial protein"" OR ""mycelium protein"" OR ""fungal biomass protein"" OR ""mycelium-based meat"" OR ""mycelium-based food"" OR ""fungal-based meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.06; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.10
BTF-268,mycoprotein,KR,2015-2025,15,0.145,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""mycoprotein"" OR ""myco-protein"" OR ""mycelial protein"" OR ""mycelium protein"" OR ""fungal biomass protein"" OR ""mycelium-based meat"" OR ""mycelium-based food"" OR ""fungal-based meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.14; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.64
BTF-269,mycoprotein,IN,2015-2025,34,0.137,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""mycoprotein"" OR ""myco-protein"" OR ""mycelial protein"" OR ""mycelium protein"" OR ""fungal biomass protein"" OR ""mycelium-based meat"" OR ""mycelium-based food"" OR ""fungal-based meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.14; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.49
BTF-270,mycoprotein,JP,2015-2025,3,0.019,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""mycoprotein"" OR ""myco-protein"" OR ""mycelial protein"" OR ""mycelium protein"" OR ""fungal biomass protein"" OR ""mycelium-based meat"" OR ""mycelium-based food"" OR ""fungal-based meat""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.02; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.35
BTF-271,microalgae_protein,VN,2015-2025,4,0.227,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""algae protein"" OR ""spirulina protein"" OR ""chlorella protein"" OR ""Arthrospira protein"" OR ""microalgal proteins"" OR ""microalgae proteins""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.23; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.95
BTF-272,microalgae_protein,TH,2015-2025,8,0.34,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""algae protein"" OR ""spirulina protein"" OR ""chlorella protein"" OR ""Arthrospira protein"" OR ""microalgal proteins"" OR ""microalgae proteins""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.34; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 4.42
BTF-273,microalgae_protein,MY,2015-2025,17,0.378,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""algae protein"" OR ""spirulina protein"" OR ""chlorella protein"" OR ""Arthrospira protein"" OR ""microalgal proteins"" OR ""microalgae proteins""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.38; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 4.91
BTF-274,microalgae_protein,SG,2015-2025,13,0.526,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""algae protein"" OR ""spirulina protein"" OR ""chlorella protein"" OR ""Arthrospira protein"" OR ""microalgal proteins"" OR ""microalgae proteins""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.53; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 6.84
BTF-275,microalgae_protein,ID,2015-2025,4,0.014,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""algae protein"" OR ""spirulina protein"" OR ""chlorella protein"" OR ""Arthrospira protein"" OR ""microalgal proteins"" OR ""microalgae proteins""",HSC-01,"country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.01; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.18; Indonesia total inflated by national-journal indexing, so intensity understated"
BTF-276,microalgae_protein,PH,2015-2025,0,0.0,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""algae protein"" OR ""spirulina protein"" OR ""chlorella protein"" OR ""Arthrospira protein"" OR ""microalgal proteins"" OR ""microalgae proteins""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.00; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.00
BTF-277,microalgae_protein,CN,2015-2025,125,0.172,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""algae protein"" OR ""spirulina protein"" OR ""chlorella protein"" OR ""Arthrospira protein"" OR ""microalgal proteins"" OR ""microalgae proteins""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.17; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.24
BTF-278,microalgae_protein,US,2015-2025,61,0.075,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""algae protein"" OR ""spirulina protein"" OR ""chlorella protein"" OR ""Arthrospira protein"" OR ""microalgal proteins"" OR ""microalgae proteins""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.08; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.98
BTF-279,microalgae_protein,KR,2015-2025,13,0.126,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""algae protein"" OR ""spirulina protein"" OR ""chlorella protein"" OR ""Arthrospira protein"" OR ""microalgal proteins"" OR ""microalgae proteins""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.13; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.63
BTF-280,microalgae_protein,IN,2015-2025,55,0.221,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""algae protein"" OR ""spirulina protein"" OR ""chlorella protein"" OR ""Arthrospira protein"" OR ""microalgal proteins"" OR ""microalgae proteins""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.22; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.87
BTF-281,microalgae_protein,JP,2015-2025,12,0.077,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""microalgae protein"" OR ""microalgal protein"" OR ""algal protein"" OR ""algae protein"" OR ""spirulina protein"" OR ""chlorella protein"" OR ""Arthrospira protein"" OR ""microalgal proteins"" OR ""microalgae proteins""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.08; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.99
BTF-282,duckweed_protein,VN,2015-2025,1,0.057,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""duckweed"" OR ""lemna"" OR ""wolffia"" OR ""water lentil"" OR ""water lentils"" OR ""Lemnaceae"") AND ""protein""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.06; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.55
BTF-283,duckweed_protein,TH,2015-2025,39,1.657,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""duckweed"" OR ""lemna"" OR ""wolffia"" OR ""water lentil"" OR ""water lentils"" OR ""Lemnaceae"") AND ""protein""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 1.66; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 16.19
BTF-284,duckweed_protein,MY,2015-2025,11,0.244,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""duckweed"" OR ""lemna"" OR ""wolffia"" OR ""water lentil"" OR ""water lentils"" OR ""Lemnaceae"") AND ""protein""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.24; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.39
BTF-285,duckweed_protein,SG,2015-2025,1,0.04,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""duckweed"" OR ""lemna"" OR ""wolffia"" OR ""water lentil"" OR ""water lentils"" OR ""Lemnaceae"") AND ""protein""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.04; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.40
BTF-286,duckweed_protein,ID,2015-2025,47,0.166,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""duckweed"" OR ""lemna"" OR ""wolffia"" OR ""water lentil"" OR ""water lentils"" OR ""Lemnaceae"") AND ""protein""",HSC-01,"country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.17; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.63; Indonesia total inflated by national-journal indexing, so intensity understated"
BTF-287,duckweed_protein,PH,2015-2025,5,0.489,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""duckweed"" OR ""lemna"" OR ""wolffia"" OR ""water lentil"" OR ""water lentils"" OR ""Lemnaceae"") AND ""protein""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.49; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 4.78
BTF-288,duckweed_protein,CN,2015-2025,126,0.173,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""duckweed"" OR ""lemna"" OR ""wolffia"" OR ""water lentil"" OR ""water lentils"" OR ""Lemnaceae"") AND ""protein""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.17; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.69
BTF-289,duckweed_protein,US,2015-2025,77,0.095,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""duckweed"" OR ""lemna"" OR ""wolffia"" OR ""water lentil"" OR ""water lentils"" OR ""Lemnaceae"") AND ""protein""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.10; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.93
BTF-290,duckweed_protein,KR,2015-2025,11,0.106,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""duckweed"" OR ""lemna"" OR ""wolffia"" OR ""water lentil"" OR ""water lentils"" OR ""Lemnaceae"") AND ""protein""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.11; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.04
BTF-291,duckweed_protein,IN,2015-2025,72,0.29,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""duckweed"" OR ""lemna"" OR ""wolffia"" OR ""water lentil"" OR ""water lentils"" OR ""Lemnaceae"") AND ""protein""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.29; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.83
BTF-292,duckweed_protein,JP,2015-2025,20,0.128,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; (""duckweed"" OR ""lemna"" OR ""wolffia"" OR ""water lentil"" OR ""water lentils"" OR ""Lemnaceae"") AND ""protein""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.13; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.25
BTF-293,plant_based_meat_reference,VN,2015-2025,12,0.681,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat analogues"" OR ""meat substitute"" OR ""meat substitutes"" OR ""meat alternative"" OR ""meat alternatives"" OR ""textured vegetable protein"" OR ""high moisture extrusion""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.68; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.39
BTF-294,plant_based_meat_reference,TH,2015-2025,66,2.804,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat analogues"" OR ""meat substitute"" OR ""meat substitutes"" OR ""meat alternative"" OR ""meat alternatives"" OR ""textured vegetable protein"" OR ""high moisture extrusion""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 2.80; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 5.70
BTF-295,plant_based_meat_reference,MY,2015-2025,55,1.222,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat analogues"" OR ""meat substitute"" OR ""meat substitutes"" OR ""meat alternative"" OR ""meat alternatives"" OR ""textured vegetable protein"" OR ""high moisture extrusion""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 1.22; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.49
BTF-296,plant_based_meat_reference,SG,2015-2025,72,2.914,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat analogues"" OR ""meat substitute"" OR ""meat substitutes"" OR ""meat alternative"" OR ""meat alternatives"" OR ""textured vegetable protein"" OR ""high moisture extrusion""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 2.91; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 5.93
BTF-297,plant_based_meat_reference,ID,2015-2025,80,0.283,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat analogues"" OR ""meat substitute"" OR ""meat substitutes"" OR ""meat alternative"" OR ""meat alternatives"" OR ""textured vegetable protein"" OR ""high moisture extrusion""",HSC-01,"country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.28; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.58; Indonesia total inflated by national-journal indexing, so intensity understated"
BTF-298,plant_based_meat_reference,PH,2015-2025,13,1.273,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat analogues"" OR ""meat substitute"" OR ""meat substitutes"" OR ""meat alternative"" OR ""meat alternatives"" OR ""textured vegetable protein"" OR ""high moisture extrusion""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 1.27; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.59
BTF-299,plant_based_meat_reference,CN,2015-2025,556,0.766,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat analogues"" OR ""meat substitute"" OR ""meat substitutes"" OR ""meat alternative"" OR ""meat alternatives"" OR ""textured vegetable protein"" OR ""high moisture extrusion""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.77; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.56
BTF-300,plant_based_meat_reference,US,2015-2025,487,0.602,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat analogues"" OR ""meat substitute"" OR ""meat substitutes"" OR ""meat alternative"" OR ""meat alternatives"" OR ""textured vegetable protein"" OR ""high moisture extrusion""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.60; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.22
BTF-301,plant_based_meat_reference,KR,2015-2025,192,1.856,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat analogues"" OR ""meat substitute"" OR ""meat substitutes"" OR ""meat alternative"" OR ""meat alternatives"" OR ""textured vegetable protein"" OR ""high moisture extrusion""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 1.86; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 3.77
BTF-302,plant_based_meat_reference,IN,2015-2025,152,0.611,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat analogues"" OR ""meat substitute"" OR ""meat substitutes"" OR ""meat alternative"" OR ""meat alternatives"" OR ""textured vegetable protein"" OR ""high moisture extrusion""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.61; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.24
BTF-303,plant_based_meat_reference,JP,2015-2025,66,0.421,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""plant-based meat"" OR ""meat analogue"" OR ""meat analog"" OR ""meat analogues"" OR ""meat substitute"" OR ""meat substitutes"" OR ""meat alternative"" OR ""meat alternatives"" OR ""textured vegetable protein"" OR ""high moisture extrusion""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.42; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.86
BTF-304,molecular_farming_all_uses,VN,2015-2025,0,0.0,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""molecular farming"" OR ""molecular pharming"" OR ""plant molecular farming""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.00; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.00
BTF-305,molecular_farming_all_uses,TH,2015-2025,8,0.34,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""molecular farming"" OR ""molecular pharming"" OR ""plant molecular farming""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.34; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 6.86
BTF-306,molecular_farming_all_uses,MY,2015-2025,4,0.089,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""molecular farming"" OR ""molecular pharming"" OR ""plant molecular farming""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.09; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.80
BTF-307,molecular_farming_all_uses,SG,2015-2025,1,0.04,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""molecular farming"" OR ""molecular pharming"" OR ""plant molecular farming""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.04; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.82
BTF-308,molecular_farming_all_uses,ID,2015-2025,1,0.004,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""molecular farming"" OR ""molecular pharming"" OR ""plant molecular farming""",HSC-01,"country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.00; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.07; Indonesia total inflated by national-journal indexing, so intensity understated"
BTF-309,molecular_farming_all_uses,PH,2015-2025,1,0.098,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""molecular farming"" OR ""molecular pharming"" OR ""plant molecular farming""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.10; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.98
BTF-310,molecular_farming_all_uses,CN,2015-2025,31,0.043,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""molecular farming"" OR ""molecular pharming"" OR ""plant molecular farming""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.04; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 0.86
BTF-311,molecular_farming_all_uses,US,2015-2025,43,0.053,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""molecular farming"" OR ""molecular pharming"" OR ""plant molecular farming""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.05; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 1.07
BTF-312,molecular_farming_all_uses,KR,2015-2025,11,0.106,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""molecular farming"" OR ""molecular pharming"" OR ""plant molecular farming""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.11; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 2.15
BTF-313,molecular_farming_all_uses,IN,2015-2025,39,0.157,"OpenAlex title_and_abstract.search; type article or review; retracted excluded; group_by country; ""molecular farming"" OR ""molecular pharming"" OR ""plant molecular farming""",HSC-01,country total over 2015-2025; per 10k of country's 2015-2025 article+review output = 0.16; activity index (share of topic / share of all output; the world denominator includes unaffiliated records so all major countries score above 1: compare countries with each other and not with 1) = 3.17
