record_id,platform,channel_type,category,subcategory,plant_or_animal,product_name_vi,product_name_en,origin,sold_unit,quantity_per_sold_unit,quantity_unit,listed_price_vnd,vnd_per_l_or_kg,in_stock,orderable,units_sold_counter,counter_basis,volume_sold_l_or_kg,protein_claim_in_name,protein_g_per_100,protein_basis,vnd_per_100g_protein,protein_sold_kg,url,source_ids,evidence_label,confidence,demand_evidence_type,notes
ECR-A009,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy milk drink,animal,"Sua dinh duong Dutch Lady it duong 180 ml, thung 24 bich",,Vietnam,product group (pack variants share one counter),,,170000,,,,199,"'Da ban' shown as '199' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only"
ECR-A010,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi tiet trung Dutch Lady it duong 180 ml (loc 4; thung 48),,Vietnam,product group (pack variants share one counter),,,34000; 390000,,,,2600,"'Da ban' shown as '2,6k' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only; star rating 5"
ECR-A011,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi tiet trung Dalat Milk khong duong 180 ml (loc 4; thung 48),,Vietnam,product group (pack variants share one counter),,,37000; 420000,,,,2600,"'Da ban' shown as '2,6k' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only"
ECR-A012,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi tiet trung Dalat Milk khong duong 220 ml bich (single; thung 48),,Vietnam,product group (pack variants share one counter),,,8700; 400000,,,,8600,"'Da ban' shown as '8,6k' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only"
ECR-A013,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,dairy fresh milk,animal,Sua tuoi tiet trung TH true MILK khong duong 110 ml (loc 4),,Vietnam,product group (pack variants share one counter),,,26000,,,,10900,"'Da ban' shown as '10,9k' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-tuoi,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only; star rating 5"
ECR-A014,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,plant milk: nut or seed,plant,Sua hat Vinamilk 9 loai hat it duong 180 ml (loc 4; thung 24),,Vietnam,product group (pack variants share one counter),,,58000; 315000,,,,9500,"'Da ban' shown as '9,5k' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-hat,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only; star rating 5"
ECR-A015,AVAKids (Mobile World Group),consumer retail chain web shop (mother and baby),milk,plant milk: nut or seed,plant,Sua hat Vinamilk 9 loai hat khong duong 180 ml (loc 4; thung 24),,Vietnam,product group (pack variants share one counter),,,58000; 315000,,,,693,"'Da ban' shown as '693' on the category page, rounded to hundreds above 1,000; the same number appears on the 4-pack and case variants, so the unit is not defined",,no,,,,,https://www.avakids.com/sua-hat,ECR-07,VN-direct,Low,revealed,"Read through the fetch tool, whose summary we could not check against raw HTML (the site refused direct requests); page 1 of the fresh-milk category only; star rating 5"
ECR-W001,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Rule 1 Proteins 5Lbs (2.27kg),,imported,tub or bag,,,2200000,,,,5885,"'da ban' figure in the shop theme; set by the shop, not by a marketplace",,not applicable,80.6,25 g protein per 31 g serving (product page),120176,,https://wheyshop.vn/rule-1-proteins-5lbs-2-23kg,ECR-08,VN-direct,Low,revealed,
ECR-W002,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,100% Whey Gold Standard 5Lbs (2.3kg),,imported,tub or bag,,,2950000,,,,2557,"'da ban' figure in the shop theme; set by the shop, not by a marketplace",,not applicable,,24 g protein per serving; serving size not captured,,,https://wheyshop.vn/100-whey-gold-standard-5lbs-2-3kg-13-2x,ECR-08,VN-direct,Low,revealed,
ECR-W003,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,BiotechUSA 100% Pure Whey 5Lbs (2.27kg),,imported,tub or bag,,,,,,,2390,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/biotechusa-100-pure-whey-5lbs,ECR-08,VN-direct,Low,revealed,
ECR-W004,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Labrada Hydro Whey 100% Hydrolyzed Isolate 4lbs (45 serving),,imported,tub or bag,,,3667000,,,,2390,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/labrada-hydro-whey-100-hydrolyzed-isolate-4lbs-45-serving,ECR-08,VN-direct,Low,revealed,
ECR-W005,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Mutant Whey Protein 5Lbs (2.27kg),,imported,tub or bag,,,2300000,,,,2390,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,57.9,22 g protein per 38 g serving (product page),175010,,https://wheyshop.vn/mutant-whey-5lbs,ECR-08,VN-direct,Low,revealed,
ECR-W006,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Rule 1 Whey Blend 5Lbs (2.27kg),,imported,tub or bag,,,1750000,,,,1757,"'da ban' figure in the shop theme; set by the shop, not by a marketplace",,not applicable,74.0,24 g protein per serving x 70 servings (product page),104167,,https://wheyshop.vn/rule-1-whey-blend-5lbs-2-23kg,ECR-08,VN-direct,Low,revealed,
ECR-W007,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,BioX Power Whey Isolate 4Lbs (1.8 kg),,imported,tub or bag,,,2990000,,,,1186,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/biox-whey-isolate-4lbs-1800g,ECR-08,VN-direct,Low,revealed,
ECR-W008,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Mutant Iso Surge 5Lbs (2.3kg),,imported,tub or bag,,,2750000,,,,1166,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/mutant-iso-surge,ECR-08,VN-direct,Low,revealed,
ECR-W009,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Platinum Hydro Whey 3.5Lbs (1.59kg),,imported,tub or bag,,,3100000,,,,1062,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/platinum-hydro-whey-3-5lbs-1-59kg,ECR-08,VN-direct,Low,revealed,
ECR-W010,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,BioX Power Whey Complex 4Lbs (1.8 kg),,imported,tub or bag,,,2190000,,,,1062,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/biox-power-whey-complex-4lbs-1800g,ECR-08,VN-direct,Low,revealed,
ECR-W011,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,100% Whey Gold Standard 1.5Lbs (22 Servings),,imported,tub or bag,,,1300000,,,,852,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/100-whey-gold-standard-1-5lbs-682g,ECR-08,VN-direct,Low,revealed,
ECR-W012,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,VitaXtrong ISO Pro 2Lbs (907g),,imported,tub or bag,,,950000,,,,462,"'da ban' figure in the shop theme; set by the shop, not by a marketplace",,not applicable,,,,,https://wheyshop.vn/vitaxtrong-iso-pro-2lbs-907g,ECR-08,VN-direct,Low,revealed,
ECR-W013,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Mutant Iso Surge 1.6Lbs (720g),,imported,tub or bag,,,1000000,,,,438,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/iso-surge-2lbs-900g,ECR-08,VN-direct,Low,revealed,
ECR-W014,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,ISO Whey Labrada 5Lbs (2.3kg),,imported,tub or bag,,,2050000,,,,438,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/iso-whey-labrada-2-3kg,ECR-08,VN-direct,Low,revealed,
ECR-W015,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,PVL Iso Gold 5Lbs (2.3kg),,imported,tub or bag,,,2550000,,,,380,"'da ban' figure in the shop theme; set by the shop, not by a marketplace",,not applicable,,,,,https://wheyshop.vn/pvl-iso-gold-5lbs-2-3kg,ECR-08,VN-direct,Low,revealed,
ECR-W016,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Labrada Lean Pro 8 5Lbs (2.3kg),,imported,tub or bag,,,1650000,,,,355,"'da ban' figure in the shop theme; set by the shop, not by a marketplace",,not applicable,,,,,https://wheyshop.vn/labrada-lean-pro8-5lbs-2-3kg,ECR-08,VN-direct,Low,revealed,
ECR-W017,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Ascent 100% Whey - Native Whey Protein Blend 4.25 lbs (1.9kg),,imported,tub or bag,,,2200000,,,,277,"'da ban' figure in the shop theme; set by the shop, not by a marketplace",,not applicable,,,,,https://wheyshop.vn/ascent-100-whey-native-whey-protein-blend-4-25-lbs-1-9kg,ECR-08,VN-direct,Low,revealed,
ECR-W018,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Evogen IsoJect Whey Isolate 4Lbs (57 servings),,imported,tub or bag,,,3720000,,,,239,"'da ban' figure in the shop theme; set by the shop, not by a marketplace",,not applicable,,,,,https://wheyshop.vn/evogen-isoject-whey-isolate-4lbs-57-servings,ECR-08,VN-direct,Low,revealed,
ECR-W019,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,plant protein powder,plant,Nugo Nutrition Plant Protein 2lbs (907g),,imported,tub or bag,,,900000,,,,233,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,55.1,20 g protein per serving x 25 servings (product page),180000,,https://wheyshop.vn/nugo-nutrition-plant-protein-2lbs-907g,ECR-08,VN-direct,Low,revealed,
ECR-W020,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,plant protein powder,plant,Orgain Organic Protein 920 Gam (20 Servings),,imported,tub or bag,,,1150000,,,,215,"'da ban' figure in the shop theme; set by the shop, not by a marketplace",,not applicable,45.7,21 g protein per serving x 20 servings (product page),273810,,https://wheyshop.vn/orgain-organic-protein-920g,ECR-08,VN-direct,Low,revealed,
ECR-W021,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Nutrex Iso Fit 5lbs (2.27kg),,imported,tub or bag,,,1990000,,,,200,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/nutrex-iso-fit-5lbs-2-27kg,ECR-08,VN-direct,Low,revealed,
ECR-W022,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Labrada Hydro Whey 100% Hydrolyzed Isolate (1.67lbs),,imported,tub or bag,,,1695000,,,,112,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/labrada-hydro-whey-100-hydrolyzed-isolate-1-67lbs,ECR-08,VN-direct,Low,revealed,
ECR-W023,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Dymatize ISO 100 1.34 Lbs (20 Servings),,imported,tub or bag,,,1250000,,,,112,"'da ban' figure in the shop theme; set by the shop, not by a marketplace; the same figure appears on other, unrelated products",,not applicable,,,,,https://wheyshop.vn/dymatize-iso-100-1-34-lbs-20-servings,ECR-08,VN-direct,Low,revealed,
ECR-W024,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,Basic Supplements WHEY to Superior Whey Protein Blend (2-5Lbs),,imported,tub or bag,,,1150000,,,,66,"'da ban' figure in the shop theme; set by the shop, not by a marketplace",,not applicable,,,,,https://wheyshop.vn/basic-supplements-whey-superior-whey-protein-blend,ECR-08,VN-direct,Low,revealed,
ECR-W025,WheyShop,specialist sports-nutrition web shop and 4 stores,protein powder,whey protein powder,animal,RC ISO Tropic Max 5Lbs (2.27kg),,imported,tub or bag,,,3200000,,,,50,"'da ban' figure in the shop theme; set by the shop, not by a marketplace",,not applicable,,,,,https://wheyshop.vn/ronnie-coleman-iso-tropic-max-5lbs-2-27kg,ECR-08,VN-direct,Low,revealed,
