sku_id,date,city,store,channel_type,product_name,brand_raw,brand,origin_raw,category_raw,format_raw,product_type,as_sold_form,formulation_archetype,primary_protein_source,secondary_protein_sources,non_vegan_flag,key_ingredients,protein_g_per_100,protein_unit,protein_value_basis,energy_kcal_per_100,fat_g_per_100,carbs_g_per_100,sodium_mg_per_100,price_vnd,pack_size,pack_unit,price_per_100g_vnd,price_per_100g_protein_vnd,price_confidence,conv_equiv_price_per_100g_vnd,chay_vs_conv_price_diff_pct,likely_imported_protein_ingredient,brand_owner,ownership_country,manufacturer,plant_location,product_group,data_confidence,source_ids,evidence_label,confidence,notes,field_notes_original
P086,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Sườn Non Chay (Vegan Soy Chops),An Nhiên,An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried soy meat analog,dried TVP/soy chunks,dry,A5,soy protein/TVP,defatted soy flour; wheat gluten; corn starch,,"Soy protein, soy flour, wheat gluten, corn starch",64.0,per 100 g,field log (label or collector OSINT),320.0,0.0,12.0,640.0,49000.0,150.0,g,32667.0,51042.0,"Medium (online reference, not shelf)",,,Y,"Phạm Gia Phát Trading & Import-Export Co., Ltd (Công ty TNHH TM XNK Phạm Gia Phát), tax code 0312857463",Vietnam,Not disclosed on brand site; company is registered as a trading/import-export firm,"Head office Hiệp Thành ward, Ho Chi Minh City (former District 12); plant not disclosed",AN-suonnon,High,FORM-01; FORM-17; FORM-19; FORM-15; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,"Price is an online reference (49,000). AEON eShop listed 65,000 on 2026-09-23 (FORM-19).",Nutrition converted from a 25g serving to 100g; IMG_0954–0956. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/products/search/an%20nhi%C3%AAn.
P087,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Sườn Non Lúa Mạch Chay (Vegan Wheat Slices),An Nhiên,An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried wheat/soy meat analog,dried TVP/soy chunks,dry,A5,wheat gluten (wheat protein 50% + gluten 30%),soy protein,,"Wheat protein (50%), soy protein, wheat gluten (30%)",64.0,per 100 g,field log (label or collector OSINT),320.0,0.0,12.0,180.0,75000.0,150.0,g,50000.0,78125.0,"Medium (online reference, not shelf)",,,Y,"Phạm Gia Phát Trading & Import-Export Co., Ltd (Công ty TNHH TM XNK Phạm Gia Phát), tax code 0312857463",Vietnam,Not disclosed on brand site; company is registered as a trading/import-export firm,"Head office Hiệp Thành ward, Ho Chi Minh City (former District 12); plant not disclosed",AN-suonnon-luamach,High,FORM-01; FORM-19; FORM-15; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,,Nutrition converted from a 25g serving to 100g; IMG_0957–0958. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/products/search/an%20nhi%C3%AAn.
P088,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Bò Lát Chay (Vegan Beef Slices),An Nhiên,An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried beef-slice analog,dried TVP/soy chunks,dry,A5,soy protein/TVP,defatted soy flour; wheat gluten; corn starch,,"Soy protein, defatted soy flour, wheat gluten, corn starch, caramel color",,per 100 g,field log (label or collector OSINT),,,,,49000.0,150.0,g,32667.0,,"Medium (online reference, not shelf)",,,Y,"Phạm Gia Phát Trading & Import-Export Co., Ltd (Công ty TNHH TM XNK Phạm Gia Phát), tax code 0312857463",Vietnam,Not disclosed on brand site; company is registered as a trading/import-export firm,"Head office Hiệp Thành ward, Ho Chi Minh City (former District 12); plant not disclosed",AN-bolat,High,FORM-01; FORM-19; FORM-15; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,"Price online reference 49,000; AEON eShop 65,000 (FORM-19).",Package and ingredients clear in IMG_0959–0960; nutrition values were not fully legible. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/product/3929/an-nhien-bo-lat-chay-150g.
P089,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Gà Lát Chay (Vegan Chicken Slices),An Nhiên,An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Dried chicken-slice analog,dried TVP/soy chunks,dry,A5,soy protein/TVP,defatted soy flour; wheat gluten; corn starch,,"Soy protein, defatted soy flour, wheat gluten, corn starch",66.7,per 100 g,field log (label or collector OSINT),333.3,0.0,13.3,700.0,49000.0,150.0,g,32667.0,48976.0,"Medium (online reference, not shelf)",,,Y,"Phạm Gia Phát Trading & Import-Export Co., Ltd (Công ty TNHH TM XNK Phạm Gia Phát), tax code 0312857463",Vietnam,Not disclosed on brand site; company is registered as a trading/import-export firm,"Head office Hiệp Thành ward, Ho Chi Minh City (former District 12); plant not disclosed",AN-galat,High,FORM-01; FORM-19; FORM-15; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,"Price online reference 49,000; AEON eShop 60,000 (FORM-19).",Nutrition converted from a 30g serving to 100g; IMG_0961–0962. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/product/5233/ga-lat-chay.
P090,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Gà Viên Chay (Vegan Chicken Balls),An Nhiên,An Nhiên,Imported ingredient / packed in Vietnam,"Traditional / Do Chay (mock-meat, tofu)",Dried chicken-ball analog,dried TVP/soy chunks,dry,A5,"soy protein concentrate (Serbia, per label)",,,Soy protein concentrate,53.3,per 100 g,field log (label or collector OSINT),300.0,0.0,20.0,0.0,68000.0,150.0,g,45333.0,85053.0,"Medium (online reference, not shelf)",,,Y,"Phạm Gia Phát Trading & Import-Export Co., Ltd (Công ty TNHH TM XNK Phạm Gia Phát), tax code 0312857463",Vietnam,Not disclosed on brand site; company is registered as a trading/import-export firm,"Head office Hiệp Thành ward, Ho Chi Minh City (former District 12); plant not disclosed",AN-gavien,High,FORM-01; FORM-18; FORM-15; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,"Label states soy protein from Serbia. chaysach.com listing (FORM-18) gives a different list: soy protein isolate, corn starch, wheat fiber, soybean oil.",Label states soy protein from Serbia; nutrition converted from a 30g serving; IMG_0963–0964. online reference price (not store-observed); accessed 2026-09-21: https://shopee.vn/G%C3%A0-vi%C3%AAn-chay-An-Nhi%C3%AAn-150g-i.702184681.22876135013.
P091,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Bò Nấu Đậu Chay,Vissan,Vissan,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Canned beef-stew analog,canned analog,ready-to-eat,A6,"soy protein/TVP (vegan beef slices 30%, inferred)",white beans 20%,,"Vegan beef slices (30%), white beans (20%), water, soy oil, tomato powder, seasonings",,per 100 g,field log (label or collector OSINT),,,,,17900.0,170.0,g,10529.0,,High,,,Y,"Vissan JSC (Công ty CP Việt Nam Kỹ Nghệ Súc Sản); state-linked (major shareholding by Saigon Trading Group, SATRA, not verified this wave)",Vietnam,Vissan,"Ho Chi Minh City, 420 Nơ Trang Long (former Bình Thạnh district); other plants not verified",VIS-bonaudau,High,FORM-01; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,,Price and net weight are legible in IMG_0965–0967.
P092,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Heo Hầm Chay,Vissan,Vissan,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Canned pork-stew analog,canned analog,ready-to-eat,A6,"soy protein/TVP (vegan pork slices 30%, inferred)",shiitake,,"Vegan pork slices (30%), shiitake mushrooms, soy sauce, soy oil, seasonings",4.5,per 100 g,field log (label or collector OSINT),59.0,2.14,5.47,515.0,15100.0,150.0,g,10067.0,223704.0,High,,,Y,"Vissan JSC (Công ty CP Việt Nam Kỹ Nghệ Súc Sản); state-linked (major shareholding by Saigon Trading Group, SATRA, not verified this wave)",Vietnam,Vissan,"Ho Chi Minh City, 420 Nơ Trang Long (former Bình Thạnh district); other plants not verified",VIS-heoham,High,FORM-01; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,,Price and nutrition panel are legible in IMG_0968–0970.
P093,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Thanh Cua Chay (Vegetarian Crab Stick),Thoại An,Thoại An,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Seafood analog,frozen meat/seafood analog,ready-to-eat,A4,wheat gluten,,,"Water, thickeners, vegetable oil, wheat gluten, seasonings, synthetic shrimp flavor",3.0,per 100 g,field log (label or collector OSINT),125.0,,13.7,,41800.0,500.0,g,8360.0,278667.0,High,,,Y,"Thoai An Trading Co., Ltd (Công ty TNHH Thương mại Thoại An), tax code 0303800622",Vietnam,Thoại An,"Ho Chi Minh City, Tân Tạo Industrial Park, Tân Tạo ward (former Bình Tân district)",TA-thanhcua,High,FORM-01; FORM-26; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,,Package is clear in IMG_0975; several nutrition numbers were obscured. Price verified from the high-resolution crop of IMG_0971 (promotional tag).
P094,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Đậu Hũ Hải Sản Chay (Vegetarian Seafood Tofu),Thoại An,Thoại An,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Seafood-tofu analog,frozen meat/seafood analog,ready-to-cook,A4,soybean (soy milk 30%),wheat gluten,,"Soy milk (30%), water, vegetable oil, wheat gluten, seasonings, synthetic crab flavor",3.03,per 100 g,field log (label or collector OSINT),137.0,4.32,,603.0,43700.0,500.0,g,8740.0,288449.0,High,,,Y,"Thoai An Trading Co., Ltd (Công ty TNHH Thương mại Thoại An), tax code 0303800622",Vietnam,Thoại An,"Ho Chi Minh City, Tân Tạo Industrial Park, Tân Tạo ward (former Bình Tân district)",TA-dauhu-haisan,High,FORM-01; FORM-26; FORM-09; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,,"Product and 43,700đ shelf tag are visible in IMG_0972 and IMG_0976."
P095,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Cá Kèo Chay (Vegan Spiny Goby),An Nhiên,An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Fish analog,frozen meat/seafood analog,ready-to-cook,A3,soy protein/TVP,seaweed; sesame,,"Soy protein, seaweed, sesame, vegetable oil, salt and pepper",12.0,per 100 g,field log (label or collector OSINT),180.0,10.0,10.0,740.0,105000.0,500.0,g,21000.0,175000.0,"Medium (online reference, not shelf)",,,Y,"Phạm Gia Phát Trading & Import-Export Co., Ltd (Công ty TNHH TM XNK Phạm Gia Phát), tax code 0312857463",Vietnam,Not disclosed on brand site; company is registered as a trading/import-export firm,"Head office Hiệp Thành ward, Ho Chi Minh City (former District 12); plant not disclosed",AN-cakeo,High,FORM-01; FORM-15; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,,Front and nutrition panel clear in IMG_0977. online reference price (not store-observed); accessed 2026-09-21: https://www.webtaphoa.vn/collections/all/An%20Nhi%C3%AAn.
P096,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Chả Cá Chay,An Nhiên,An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Fish-cake analog,frozen meat/seafood analog,ready-to-eat,A3,"wheat gluten (inferred; label translated as ""wheat starch"")",seaweed,,"Wheat starch, seaweed, vegetable oil, vegan fish sauce, seasoning, sugar, pepper",19.7,per 100 g,field log (label or collector OSINT),246.0,15.3,7.47,473.0,65000.0,500.0,g,13000.0,65990.0,"Medium (online reference, not shelf)",,,Y,"Phạm Gia Phát Trading & Import-Export Co., Ltd (Công ty TNHH TM XNK Phạm Gia Phát), tax code 0312857463",Vietnam,Not disclosed on brand site; company is registered as a trading/import-export firm,"Head office Hiệp Thành ward, Ho Chi Minh City (former District 12); plant not disclosed",AN-chaca,High,FORM-01; FORM-15; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,"19.7 g protein is not possible from wheat starch; the Vietnamese label word is probably gluten or ""bột mì căn"". Treat as gluten-based.",Front/back label clear in IMG_0978–0979. online reference price (not store-observed); accessed 2026-09-21: https://www.webtaphoa.vn/collections/all/An%20Nhi%C3%AAn.
P097,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Giò Thủ Chay,An Nhiên,An Nhiên,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Cured-meat roll analog,frozen meat/seafood analog,ready-to-eat,A3,"wheat gluten (inferred; label translated as ""wheat starch"")",wood-ear mushroom,,"Wheat starch, wood-ear mushroom, vegetable oil, vegan fish sauce, sugar, seasoning, pepper",18.8,per 100 g,field log (label or collector OSINT),219.0,13.4,5.92,645.0,95000.0,500.0,g,19000.0,101064.0,"Medium (online reference, not shelf)",,,Y,"Phạm Gia Phát Trading & Import-Export Co., Ltd (Công ty TNHH TM XNK Phạm Gia Phát), tax code 0312857463",Vietnam,Not disclosed on brand site; company is registered as a trading/import-export firm,"Head office Hiệp Thành ward, Ho Chi Minh City (former District 12); plant not disclosed",AN-giothu,High,FORM-01; FORM-15; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,"18.8 g protein implies gluten, not starch.",Nutrition panel clear in IMG_0980–0981; net weight was not visible. online reference price (not store-observed); accessed 2026-09-21: https://www.webtaphoa.vn/collections/all/An%20Nhi%C3%AAn.
P098,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Bánh Bột Lọc Chay,Sông Hương Foods,Sông Hương Foods,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian dumpling,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,tofu (21.8%),none (tapioca wrapper),,"Water (34.92%), tapioca starch (26.19%), tofu (21.82%), soybean oil, wood-ear mushroom, carrot, leek, soy sauce, iodized salt, sugar, flavour enhancer E621, pepper",2.97,per 100 g,field log (label or collector OSINT),237.0,,,,54600.0,350.0,g,15600.0,525253.0,"Medium (online reference, not shelf)",,,Y,Sông Hương Foods,Vietnam,Not verified,Not verified,SH-botloc,High,FORM-01; FORM-09,[VN-direct],High,,Front/back label in IMG_0982–0984; some nutrition values were obscured. online reference price (not store-observed); accessed 2026-09-21: https://sala.emartmall.com.vn/index.php?description=true&page=8&route=product%2Fsearch&search=b%C3%A1nh&sub_category=true. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://songhuongfoods.com/san-pham/banh-bot-loc-chay/.
P099,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Lẩu Thái Chay,Cầu Tre,Cầu Tre (CJ Foods Vietnam),Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian Thai hotpot kit,ready meal,ready-to-cook,A3,analog pieces 50% (composition not stated; likely soy/gluten),,,"Vegan seafood/meat analogs (50%), Thai-style concentrate (30%), corn, pineapple, lemongrass, carrot",,per 100 g,field log (label or collector OSINT),,,,,,400.0,g,,,High,,,Y,"CJ CheilJedang (South Korea) via CJ Foods Vietnam Co., Ltd",South Korea,"CJ Foods Vietnam Co., Ltd","HQ CJ Building, 2 Bis 4-6 Lê Thánh Tôn, Ho Chi Minh City; plant claimed at Kizuna IP, Tây Ninh (former Long An) by collector OSINT, not verified",CT-lauthai,High,FORM-01; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,Inferred.,Package and ingredients clear in IMG_0985–0986; weight read as 400g.
P100,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Mì Sủi Cảo Chay,Coop Select,Co.op Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Noodles with vegetarian gyoza,ready meal,ready-to-cook,A1,wheat flour (noodles + wrapper),"tofu; soy protein; soybean; edamame; peanut; egg (in noodles, per P018 label)",EGG,"Wheat noodles; gyoza with mushrooms, cabbage, vegetables, tofu and soy protein",4.2,per 100 g,field log (label or collector OSINT),146.0,5.1,20.8,1167.0,25000.0,200.0,g,12500.0,297619.0,High,,,Y,"Saigon Co.op (Liên hiệp HTX Thương mại TP.HCM), cooperative",Vietnam,GN Foods JSC (Công ty CP Thực phẩm GN) for Saigon Co.op (label),Tây Ninh province (label),CS-misuicao,High,FORM-01; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,Same formulation as P018 (200 g pack).,Nutrition and ingredients are clear in IMG_0987–0988. Price verified from the high-resolution crop of IMG_0972 (promotional tag).
P101,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Cơm Chiên Chay Gạo Lứt,SG Food,SG Food,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Ready-meal / fried brown rice,ready meal,ready-to-eat,A15,none (brown rice 60%),vegan fish ball; vegan sausage; mushroom,,"Brown rice 60% (brown rice, water), vegetable oil, mixed vegetables, king oyster mushroom, vegan fish ball 2.8%, vegan pork sausage 2%, vegetarian seasoning, leek, shiitake, sugar, flavour enhancer E621, iodized salt, sesame oil and pepper",,per 100 g,field log (label or collector OSINT),,,,,25000.0,200.0,g,12500.0,,Low,,,N,"Saigon Food JSC (Công ty CP Sài Gòn Food), tax code 0302994301",Vietnam (shareholders not verified),Saigon Food JSC,"Ho Chi Minh City, Vĩnh Lộc Industrial Park, Vĩnh Lộc commune (former Bình Chánh district)",SGF-comchien,High,FORM-01; FORM-31; FORM-32,[VN-direct],High,,Front/back label clear in IMG_0989–0990; shelf tag pairing uncertain. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/products/category/221/thuc-pham-chay/. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://aeoneshop.com/product/24978/sai-gon-food-com-chien-chay-gao-lut-200g.
P102,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Chả Khoanh Chay,Anlac Vegan Food,Âu Lạc (Anlac Vegan Food),Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Sausage / fish-cake analog,frozen meat/seafood analog,ready-to-eat,A3,unknown (25.1 g protein implies gluten or soy protein base),,,Ingredient panel not fully visible,25.1,per 100 g,field log (label or collector OSINT),179.0,3.38,12.0,590.0,,,g,,,High,,,Y,"Au Lac Pure Vegetarian Trade Manufacturing Co., Ltd (Công ty TNHH SX & KD Thực phẩm Chay Âu Lạc), reg. 0302824243",Vietnam,Âu Lạc (own production claimed),"Ho Chi Minh City, 735-737 Nguyễn Kiệm, Hạnh Thông ward (former Gò Vấp district)",AL-chakhoanh,Low,FORM-01; FORM-20; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],Low,Ingredient panel not visible; import flag inferred from protein level.,Nutrition panel legible in IMG_0991; package size not visible.
P103,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Chả Lụa Ớt Xiêm Chay,Thoại An,Thoại An,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Chili sausage analog,frozen meat/seafood analog,ready-to-eat,A3,wheat gluten (35%),soy protein; skim milk powder,DAIRY,"Wheat gluten (35%), water, vegetable oils, sugar, salt, soy protein, skim milk powder, thickeners E407/E1412, chili (0.5%), stabilizer, flavour enhancers, acidity regulators, antioxidants and colour",,per 100 g,field log (label or collector OSINT),308.0,,12.8,,65000.0,500.0,g,13000.0,,"Medium (online reference, not shelf)",,,Y,"Thoai An Trading Co., Ltd (Công ty TNHH Thương mại Thoại An), tax code 0303800622",Vietnam,Thoại An,"Ho Chi Minh City, Tân Tạo Industrial Park, Tân Tạo ward (former Bình Tân district)",TA-chalua-otxiem,High,FORM-01; FORM-26; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,Contains skim milk powder: not vegan. Protein not legible.,Front and partial nutrition panel visible in IMG_0992. online reference price (not store-observed); accessed 2026-09-21: https://thoaian.vn/san-pham/cha-lua-ot-xiem-chay-thoai-an-500g-dong-lanh/. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://thoaian.vn/san-pham/cha-lua-ot-xiem-chay-thoai-an-500g-dong-lanh/.
P104,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Bánh Bao Nấm Chay,Coop Select,Co.op Select,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian mushroom bun,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A2,wheat flour (bun),king oyster mushroom 27.8%,,"Wheat-flour bun; king oyster mushroom (27.8%), soy sauce, breadcrumbs, soy and sesame oils",5.0,per 100 g,field log (label or collector OSINT),212.0,5.7,35.2,247.0,31500.0,240.0,g,13125.0,262500.0,High,,,Y,"Saigon Co.op (Liên hiệp HTX Thương mại TP.HCM), cooperative",Vietnam,GN Foods JSC (Công ty CP Thực phẩm GN) for the noodle-gyoza meal (label); other SKUs not disclosed,GN Foods: Tây Ninh province (label; whether former Long An or former Tây Ninh not stated),CS-banhbao-nam,High,FORM-01,[VN-direct],High,,Price is visible in IMG_1001; product/nutrition in IMG_0993–0994.
P105,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Há Cảo Chay Cải Bó Xôi,Cholimex,Cholimex,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian spinach dimsum,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,mung bean,none (glutinous rice/tapioca/corn wrapper),,"Dumpling wrapper (glutinous-rice, tapioca and corn flours) 23%; water, yam bean, taro, mung bean, sweet potato, carrot, sugar, scallion oil, shiitake, spinach (1%), glass noodles, shallot, wood-ear mushroom, iodized salt, soy sauce, sesame oil, flavour enhancer E621 and black pepper",1.53,per 100 g,field log (label or collector OSINT),166.0,1.88,35.7,265.0,37700.0,300.0,g,12567.0,821351.0,"Medium (online reference, not shelf)",,,N,Cholimex Food JSC (Công ty CP Thực phẩm Cholimex),Vietnam (foreign minority shareholding not verified),Cholimex Food JSC,"Ho Chi Minh City, Vĩnh Lộc Industrial Park, Vĩnh Lộc commune (former Bình Chánh district)",CLM-hacao-caiboxoi,High,FORM-01; FORM-27,[VN-direct],High,,Front/back package in IMG_0995–0997; some nutrition fields were obscured. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/ha-cao-chay-cai-bo-xoi-clm300g--s251008272. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cholimexfood.com.vn/wp-content/uploads/2025/20250809_CBTT/98-Ha%CC%81%20ca%CC%89o%20chay%20ca%CC%89i%20bo%CC%81%20xo%CC%82i.pdf.
P106,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Bánh Bao Chay,Cholimex,Cholimex,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian dumpling,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A2,"wheat flour (bun dough 40%, with soy flour)","soy flour; TVP (""sườn non chay""); tofu skin",,"Bun dough (wheat flour, water, soy flour, leavening agents) 40%; vegan ribs, yam bean, chayote, purple cabbage, straw mushroom, wood-ear mushroom, tofu skin, leek, onion, soy sauce, salt, sugar, black pepper, five-spice and soybean oil",5.74,per 100 g,field log (label or collector OSINT),204.0,4.82,34.4,436.0,29800.0,300.0,g,9933.0,173055.0,"Medium (online reference, not shelf)",,,Y,Cholimex Food JSC (Công ty CP Thực phẩm Cholimex),Vietnam (foreign minority shareholding not verified),Cholimex Food JSC,"Ho Chi Minh City, Vĩnh Lộc Industrial Park, Vĩnh Lộc commune (former Bình Chánh district)",CLM-banhbao,High,FORM-01; FORM-27; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,,Front and nutrition panel clear in IMG_0998–0999. online reference price (not store-observed); accessed 2026-09-21: https://cooponline.vn/banh-bao-chay-cholimex-300g--s250103537. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cholimexfood.com.vn/banh-bao-chay-300g/.
P107,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Há Cảo Chay,Cầu Tre,Cầu Tre (CJ Foods Vietnam),Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian dumpling,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A1,mung bean,none (starch wrapper),,"Wrapper 52% (water, potato starch, wheat starch, thickeners E1414/E1420, palm oil, trehalose, salt); yam bean, mung bean, taro, wood-ear mushroom, glass noodles, carrot, sugar, shiitake, palm oil, leek, corn starch, flavour enhancer E621, sesame, salt and pepper",1.68,per 100 g,field log (label or collector OSINT),189.0,,,,65000.0,500.0,g,13000.0,773810.0,"Medium (online reference, not shelf)",,,N,"CJ CheilJedang (South Korea) via CJ Foods Vietnam Co., Ltd",South Korea,"CJ Foods Vietnam Co., Ltd","HQ CJ Building, 2 Bis 4-6 Lê Thánh Tôn, Ho Chi Minh City; plant claimed at Kizuna IP, Tây Ninh (former Long An) by collector OSINT, not verified",CT-hacao,High,FORM-01; FORM-23,[VN-direct],High,,Package visible in IMG_1001–1003; nutrition panel partly obscured. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/products/highlight/525/th%E1%BB%B1c-ph%E1%BA%A9m-chay-dong-l%E1%BA%A1nh. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://cjfoods.com.vn/product/ha-cao-chay/.
P108,2026-09-20,Ho Chi Minh City,Co.opmart Nguyễn Kiệm,Modern Retail,Healthy Mandu Chay,bibigo,bibigo (CJ Foods Vietnam),Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian mandu,dumpling/spring roll/bun with vegetable filling,ready-to-cook,A2,soy protein/TVP,wheat flour (wrapper 29.2%); lotus seed; mushroom,,"Wrapper 29.2% (wheat flour, water, salt, tapioca); yam bean, king oyster mushroom, carrot, shiitake, soy protein, lotus seed, enoki, onion, breadcrumbs, wood-ear mushroom, taro, sesame, mushroom-flavoured vegan oyster sauce, sugar, soy sauce, herbs, vegetable oils, yeast extract, garlic, pepper, salt, fermented rice vinegar, chili and corn starch",,per 100 g,field log (label or collector OSINT),,,,322.0,52000.0,300.0,g,17333.0,,"Medium (online reference, not shelf)",,,Y,CJ CheilJedang (South Korea),South Korea,"CJ Foods Vietnam Co., Ltd","Made in Vietnam (collector OSINT names Kizuna IP, Tây Ninh (former Long An); not verified)",BIB-mandu,High,FORM-01; FORM-02; FORM-03; FORM-05; FORM-07,[VN-direct],High,,Front/back package in IMG_1004–1005; net weight was not reliably read. online reference price (not store-observed); accessed 2026-09-21: https://aeoneshop.com/product/14817/cj-foods-banh-mandu-healthy-nhan-nam-300g-300g. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://aeoneshop.com/product/14817/cj-foods-banh-mandu-healthy-nhan-nam-300g-300g.
