ID,Date,City,Channel Type,Store/Vendor Name,Product Name,Brand,Origin,Category,Format/Subtype,Package Size (g/ml),Price (VND),Price per 100g (VND),Conv. Equivalent Price/100g (VND),Price Premium %,Shelf/Menu Placement,Key Ingredients,Energy (kcal /100g-100ml),Protein (g /100g-100ml),Fat (g /100g-100ml),Carbs (g /100g-100ml),Sodium (mg /100g-100ml),Notes / Marketing Claims
P145,2026-09-20,Ho Chi Minh City,Modern Retail,Emart Phan Văn Trị,Thịt Nguội Chay Đậu Nành - Smoky,Ông Chà Và / NOSAFOOD,Vietnam (local),Plant-based (modern/branded),Canned soy luncheon meat,200,76000,38000,,,Dedicated vegetarian dry-goods section,"Water, soy protein (25%), soy oil (11.5%), corn starch, protein isolate and yeast extract",188,,13.75,1.35,850.9,"Front/back label and 76,000đ tag in IMG_1117–1120."
P146,2026-09-20,Ho Chi Minh City,Modern Retail,Lotte Mart Gò Vấp,Sữa Đậu Nành Fami Nguyên Chất Ít Đường,Fami / Vinasoy,Vietnam (local),Plant-based (modern/branded),Plant milk multipack,1200,27500,2291.666666666667,,,Plant-milk aisle,"Soybean extract 50%, water, sugar 5.8%, stabilizers E471/E407/E500(ii), nature-identical flavour and salt",50,2.5,1.4,6.5,28,"Six 200ml cartons; promotional tag reduced from 29,800đ to 27,500đ in IMG_1126. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://qns.com.vn/upload/product/1-tcb-08ns-sdn-fami-nc-it-duong-1750930457.pdf."
P147,2026-09-20,Ho Chi Minh City,Modern Retail,Lotte Mart Gò Vấp,Sữa Hạt Cao Đạm Ít Đường,Vinamilk,Vietnam (local),Plant-based (modern/branded),Plant milk,240,22500,9375,,,Refrigerated plant-milk section,"Plant milk 92.8% (water, pea protein, vegetable oil, ground peanut, ground almond, walnut extract, black-bean extract, mung-bean extract and white-bean extract), sugar 6.5%, emulsifiers E471/E460(i)/E466, flavour, calcium carbonate, sodium selenite, vitamins C/E/B3/A/D3 and salt",73.1,5,2.7,7.2,,"Front/back carton and 22,500đ shelf tag in IMG_1143–1145. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://new.vinamilk.com.vn/products/sua-hat-cao-dam-vinamilk."
P148,2026-09-20,Ho Chi Minh City,Modern Retail,Lotte Mart Gò Vấp,Chả Giò Chay Rau Nấm,LC Foods,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian spring rolls,400,61000,15250,,,Dedicated frozen vegetarian case,"Vegetables 58% (yam bean, mung bean, carrot, sweet potato, taro); net rice wrapper 30% (rice, tapioca and wheat flours, water, sugar, salt, vegetable oil, shortening, emulsifier E471 and preservative E202); wood-ear mushroom 3%, sesame, textured soy protein, sugar, salt, pepper, MSG E621, soybean oil, acidity regulators and antioxidant",200,3.8,7.6,33.6,270,Front/back package and nutrition panel in IMG_1148; shelf-price pairing uncertain. online reference price (not store-observed); accessed 2026-09-21: https://menaselect.com/cha-gio-chay-rau-nam-400g. Ingredients/nutrition supplemented from exact-product online source; accessed 2026-09-21: https://lcfoods.vn/san-pham/cha-gio-chay-rau-nam. Brand corrected from SG Foods to LC Foods using exact 400g manufacturer match; accessed 2026-09-21: https://lcfoods.vn/san-pham/cha-gio-chay-rau-nam.
P149,2026-09-20,Ho Chi Minh City,Modern Retail,Lotte Mart Gò Vấp,Há Cảo Chay Cải Bó Xôi,Cholimex,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetarian spinach dimsum,300,49900,16633.333333333336,,,Dedicated frozen vegetarian case,"Dumpling wrapper (glutinous-rice, tapioca and corn flours) 23%; water, yam bean, taro, mung bean, sweet potato, carrot, sugar, scallion oil, shiitake, spinach 1%, glass noodles, shallot, wood-ear mushroom, iodized salt, soy sauce, sesame oil, flavour enhancer E621 and black pepper",166,1.53,1.88,35.7,265,"Front/back package and 49,900đ price visible in IMG_1149–1150. Ingredients/nutrition supplemented from exact-product OSINT; accessed 2026-09-22: https://cholimexfood.com.vn/wp-content/uploads/2025/20250809_CBTT/98-Ha%CC%81%20ca%CC%89o%20chay%20ca%CC%89i%20bo%CC%81%20xo%CC%82i.pdf."
P150,2026-09-16,Ho Chi Minh City,Specialty Retail,Annam Gourmet - An Phú,Plain Allium-less Vegetable Bun,brand not legible,South Korea,"Traditional / Do Chay (mock-meat, tofu)",Frozen vegetable bun,255,92000,36078.43137254902,,,Dedicated vegan frozen case,"Wheat flour, water, tofu, onion, glass noodle, dried radish, shiitake, soy protein, leek, sesame and seasonings",198,6.3,2.4,37.8,534,"Three 85g buns. Product/back label IMG_0850–0851; 92,000đ shelf tag paired in IMG_0849."
P151,2026-09-16,Ho Chi Minh City,Specialty Retail,Annam Gourmet - An Phú,Falafel Burgur,Maris,Vietnam (local),Plant-based (modern/branded),Falafel burger patties,220,104000,47272.72727272727,,,Dedicated vegan frozen case,"Chickpeas, garlic, onion, parsley, cilantro, salt and spices",212,9,7.1,27.9,322.3,"Two patties. Package and nutrition IMG_0852–0853; 104,000đ tag in IMG_0849."
P152,2026-09-16,Ho Chi Minh City,Specialty Retail,Annam Gourmet - An Phú,Falafel Nugget,Maris,Vietnam (local),Plant-based (modern/branded),Falafel nuggets,330,110000,33333.33333333333,,,Dedicated vegan frozen case,"Chickpeas, garlic, onion, parsley, cilantro, salt and spices",212,9,7.1,27.9,322.3,"Fifteen pieces. Package and nutrition IMG_0860–0861; 110,000đ tag in IMG_0849."
P153,2026-09-16,Ho Chi Minh City,Specialty Retail,Annam Gourmet - An Phú,Plant Based Burger,Unconventional,Italy,Plant-based (modern/branded),Frozen burger patties,220,179000,81363.63636363637,,,Dedicated vegan frozen case,"Water, concentrated soy protein, coconut/corn oils, potato/tapioca starch, isolated soy protein, citrus fibre, yeast and beetroot extract",210,15,13,8,470,"Two 110g patties. Package/nutrition IMG_0854–0855; 179,000đ tag in IMG_0849."
P154,2026-09-16,Ho Chi Minh City,Specialty Retail,Annam Gourmet - An Phú,Plant Based Sausages,Unconventional,Italy,Plant-based (modern/branded),Frozen sausages,180,179000,99444.44444444445,,,Dedicated vegan frozen case,"Rehydrated soy protein, water, corn/coconut oils, potato/tapioca starch, isolated soy protein, citrus/bamboo fibre, yeast and beetroot extract",210,16,13,8,710,"Two 90g sausages. Package/nutrition IMG_0856–0857; 179,000đ tag in IMG_0849."
P155,2026-09-16,Ho Chi Minh City,Specialty Retail,Annam Gourmet - An Phú,Vegetable Samosa,Spring Home,China,"Traditional / Do Chay (mock-meat, tofu)",Frozen vegetable samosa,120,85000,70833.33333333334,,,Dedicated vegan frozen case,"Potato (48%), wheat pastry, coconut oil, carrot (8%), peas, shallot, palm oil, curry, sugar and chilli",178,4.1,4,31,293,"Ten pieces. Package/nutrition IMG_0858–0859; 85,000đ shelf tag in IMG_0849."
P156,2026-09-16,Ho Chi Minh City,Specialty Retail,Annam Gourmet - An Phú,Aged Cheese Classic,Kashew,Vietnam (local),Plant-based (modern/branded),Cultured cashew cheese,160,189000,118125,,,Refrigerated vegan cheese section,"Cashews, filtered water, sea salt and cultures",,,,,,"Package/back label IMG_0869–0870; 189,000đ shelf tag in IMG_0866."
P157,2026-09-16,Ho Chi Minh City,Specialty Retail,Annam Gourmet - An Phú,Aged Cheese Smoked Hickory,Kashew,Vietnam (local),Plant-based (modern/branded),Cultured cashew cheese,160,227000,141875,,,Refrigerated vegan cheese section,"Cashews, filtered water, paprika, hickory extract, sea salt and cultures",,,,,,"Package/back label IMG_0867–0868; 227,000đ shelf tag in IMG_0865–0866."
P158,2026-09-16,Ho Chi Minh City,Specialty Retail,Annam Gourmet - An Phú,Kream Cheese Classic,Kashew,Vietnam (local),Plant-based (modern/branded),Cashew cream cheese,200,156600,78300,,,Refrigerated vegan cheese section,Cashew-based cultured spread; full ingredient panel not photographed,,,,,,"200g carton and 156,600đ tag clearly paired in IMG_0865–0866."
P159,2026-09-16,Ho Chi Minh City,Specialty Retail,Annam Gourmet - An Phú,Cashew Cream Cheese Smoked Paprika,Deep Blue Island,Vietnam (local),Plant-based (modern/branded),Cultured cashew cream cheese,180,150000,83333.33333333334,,,Refrigerated vegan cheese section,"Cashews (41%), filtered water, coconut cream, paprika, dried onion, sea salt, natural smoke and cultures",342,9.7,28.1,12.5,306,"Package/nutrition IMG_0871–0873; 150,000đ shelf tag in IMG_0865."
P160,2026-09-16,Ho Chi Minh City,Specialty Retail,Annam Gourmet - An Phú,Cashew Cream Cheese Classic,Deep Blue Island,Vietnam (local),Plant-based (modern/branded),Cultured cashew cream cheese,180,129000,71666.66666666666,,,Refrigerated vegan cheese section,"Cashews, filtered water, coconut cream, sea salt and cultures",261,8.03,23.94,3.26,316,"Package/nutrition IMG_0874–0876; 129,000đ shelf tag in IMG_0866."
P161,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Bánh Bột Lọc Nhân Rau Củ (Vegan Tapioca Dumplings),Hue One Food,Vietnam (local),"Traditional / Do Chay (mock-meat, tofu)",Vegetable tapioca dumplings,220,38900,17681.81818181818,,,Frozen vegetarian section,Ingredient panel not photographed,,,,,,"220g package and 38,900đ shelf tag are paired in IMG_0880."
P162,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Flora Original,Flora,Imported (country not captured),Plant-based (modern/branded),Plant-based spread,250,106900,42760,,,Refrigerated dairy-alternative section,Plant-oil spread; ingredient panel not photographed,,,,,,"250g tubs and 106,900đ shelf tag in IMG_0885."
P163,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Aged Cashew Cheese - Mediterranean Sunshine,Deep Blue Island,Vietnam (local),Plant-based (modern/branded),Aged cultured cashew cheese,145,249900,172344.8275862069,,,Refrigerated vegan cheese section,"Cashews (39%), filtered water, coconut cream, tomato, sweet pepper, onion, oregano, garlic, sea salt, natural smoke and cultures",421,,,15.4,497,"Package/details IMG_0888–0892; 249,900đ shelf tag paired in IMG_0889."
P164,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Aged Cashew Cheese - Smoked Gouda,Deep Blue Island,Vietnam (local),Plant-based (modern/branded),Aged cultured cashew cheese,145,229900,158551.724137931,,,Refrigerated vegan cheese section,Cashew-based cultured cheese; full ingredient panel not photographed,,,,,,"145g product name and 229,900đ tag visible in IMG_0893–0895."
P165,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Nut-Free Vegan Pesto,Tartine,Vietnam (local),Plant-based (modern/branded),Vegan pesto sauce,150,135900,90600,,,Refrigerated vegan condiment section,"Basil leaves, olive oil, garlic and salt",,,,,,"Jar and 150ml/135,900đ shelf tag in IMG_0893–0895."
P166,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Hummus Classic,Tartine,Vietnam (local),Plant-based (modern/branded),Hummus,150,89900,59933.333333333336,,,Refrigerated vegan condiment section,"Chickpeas, tahini, olive oil, lemon, cumin, garlic, pepper and salt",,,,,,"Jar and 150ml/89,900đ shelf tag in IMG_0893–0897."
P167,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Coconut Yogurt Plain,Deep Blue Island,Vietnam (local),Plant-based (modern/branded),Plant-based yoghurt,450,68900,15311.111111111111,,,Refrigerated yoghurt section,"Fresh coconut cream (97%), tapioca and live vegan cultures",257.7,2.93,24.83,5.63,11.8,"Package/nutrition IMG_0898–0902; 68,900đ shelf tag visible in IMG_0900–0901."
P168,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Sweetened Condensed Coconut Milk,Samui,Thailand,Plant-based (modern/branded),Condensed coconut milk,320,105900,33093.75,,,Ambient baking/plant milk section,Coconut-milk based sweetened condensed product; full ingredient panel photographed but partly obscured,,,,,,"320g can and 105,900đ shelf tag in IMG_0906–0913."
P169,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Organic Hemp Protein,Dragon Superfoods,Bulgaria,Plant-based (modern/branded),Hemp protein powder,200,309900,154950,,,Nutrition supplement shelf,100% hemp protein powder,343,43,8.3,28,,"Package/back label IMG_0915–0916; 200g and 309,900đ shelf tag paired in IMG_0914."
P170,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Organic Hemp Protein,Diet Food,Lithuania,Plant-based (modern/branded),Hemp protein powder,200,365900,182950,,,Nutrition supplement shelf,100% powdered hemp seeds,383,51,12,,,"Package/back label IMG_0917–0918; 200g and 365,900đ shelf tag paired in IMG_0914."
P171,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Organic Protein + 50 Superfoods - Vanilla Bean,Orgain,United States,Plant-based (modern/branded),Plant protein powder,920,1385900,150641.30434782608,,,Nutrition supplement shelf,"Organic pea, brown-rice, mung-bean and chia proteins with organic grains, greens, sprouts, berries and fruit",313.7,41.2,8.8,39.2,764.7,"Nutrition converted from a 51g serving; package IMG_0919–0921 and 1,385,900đ tag in IMG_0922."
P172,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Organic Protein - Natural Unsweetened,Orgain,United States,Plant-based (modern/branded),Plant protein powder,720,1439900,199986.1111111111,,,Nutrition supplement shelf,"Organic pea protein, brown-rice protein, chia seed, acacia, sunflower oil/lecithin, rice dextrin and rosemary extract",388.9,58.3,8.3,22.2,694.4,"Nutrition converted from a 36g serving; package/back label IMG_0922–0926 and 1,439,900đ shelf tag."
P173,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Muskee Mushroom Jerky - Sweet & Spicy,iChoose,Imported (country not captured),Plant-based (modern/branded),Mushroom jerky,25,32900,131600,,,Ambient plant-based snack shelf,Mushroom-based jerky; ingredient panel not photographed,,,,,,"25g package and 32,900đ tag in IMG_0914."
P174,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Muskee Mushroom Jerky - 5-Spice,iChoose,Imported (country not captured),Plant-based (modern/branded),Mushroom jerky,25,32900,131600,,,Ambient plant-based snack shelf,Mushroom-based jerky; ingredient panel not photographed,,,,,,"25g package and 32,900đ tag in IMG_0914."
P175,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Muskee Mushroom Jerky - Sriracha Roasted Garlic,iChoose,Imported (country not captured),Plant-based (modern/branded),Mushroom jerky,25,32900,131600,,,Ambient plant-based snack shelf,Mushroom-based jerky; ingredient panel not photographed,,,,,,"25g package and 32,900đ tag in IMG_0914."
P176,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Muskee Mushroom Jerky - Smoked Barbecue,iChoose,Imported (country not captured),Plant-based (modern/branded),Mushroom jerky,25,32900,131600,,,Ambient plant-based snack shelf,Mushroom-based jerky; ingredient panel not photographed,,,,,,"25g package and 32,900đ tag in IMG_0914."
P177,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Muskee Mushroom Jerky - Cajun,iChoose,Imported (country not captured),Plant-based (modern/branded),Mushroom jerky,25,32900,131600,,,Ambient plant-based snack shelf,Mushroom-based jerky; ingredient panel not photographed,,,,,,"25g package and 32,900đ tag in IMG_0914."
P178,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Oat Drink Barista Edition,Oatly,Imported (country not captured),Plant-based (modern/branded),Oat milk,1000,139900,13990,,,Plant-milk shelf,Oat-based beverage; ingredient panel not photographed,,,,,,"1L cartons and 139,900đ shelf tag in IMG_0936."
P179,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Oat Milk,MILKLAB,Australia,Plant-based (modern/branded),Oat milk,1000,94900,9490,,,Plant-milk shelf,Oat-based beverage; ingredient panel not photographed,,,,,,"1L cartons and 94,900đ shelf tag in IMG_0936."
P180,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Almond Milk,MILKLAB,Australia,Plant-based (modern/branded),Almond milk,1000,94900,9490,,,Plant-milk shelf,Almond-based beverage; ingredient panel not photographed,,,,,,"1L cartons and 94,900đ shelf tag in IMG_0936."
P181,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Macadamia Milk - Original,137 Degrees,Imported (country not captured),Plant-based (modern/branded),Macadamia milk,1000,158900,15890,,,Plant-milk shelf,Macadamia-based beverage; ingredient panel not photographed,,,,,,"1L cartons and 158,900đ shelf tag in IMG_0936."
P182,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Almond Milk - Original,137 Degrees,Imported (country not captured),Plant-based (modern/branded),Almond milk,1000,139900,13990,,,Plant-milk shelf,Almond-based beverage; ingredient panel not photographed,,,,,,"1L cartons and 139,900đ shelf tag in IMG_0936."
P183,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Pistachio Milk - Original,137 Degrees,Imported (country not captured),Plant-based (modern/branded),Pistachio milk,1000,158900,15890,,,Plant-milk shelf,Pistachio-based beverage; ingredient panel not photographed,,,,,,"1L cartons and 158,900đ shelf tag in IMG_0936."
P184,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Walnut Milk - Original,137 Degrees,Imported (country not captured),Plant-based (modern/branded),Walnut milk,1000,158900,15890,,,Plant-milk shelf,Walnut-based beverage; ingredient panel not photographed,,,,,,"1L cartons and 158,900đ shelf tag in IMG_0936."
P185,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Chocolate Oat Milk,OATSIDE,Imported (country not captured),Plant-based (modern/branded),Oat milk,1000,59900,5990,,,Plant-milk shelf,Oat-based chocolate beverage; ingredient panel not photographed,,,,,,"1L brown cartons and 59,900đ shelf tag in IMG_0933."
P186,2026-09-16,Ho Chi Minh City,Specialty Retail,Nam An Market - 21 Thảo Điền,Oat Milk Barista Blend,OATSIDE,Imported (country not captured),Plant-based (modern/branded),Oat milk,1000,59900,5990,,,Plant-milk shelf,Oat-based beverage; ingredient panel not photographed,,,,,,"1L white cartons and 59,900đ shelf tag in IMG_0933."
